target,query,layer,head,old_before,local_before,old_now,local_now,missing_before,missing_now,shift_low,shift_high,before_margin_low,before_margin_high,after_margin_low,after_margin_high
11,444,6,25,0.141632080078125,0.40509033203125,0.3524169921875,0.097900390625,0.07939656575520833,0.1199951171875,0.13138834635416669,0.330780029296875,0.18406168619791669,0.3428548177083333,0.134521484375,0.37451171875
28,461,6,29,0.037984212239583336,0.4064737955729167,0.5340576171875,0.0,0.16426595052083334,0.2042236328125,0.20225016276041669,0.57073974609375,0.20422363281250003,0.5327555338541667,0.329833984375,0.73828125
18,451,7,10,0.033935546875,0.6483968098958334,0.3740234375,0.0,0.16402180989583334,0.37158203125,0.17606608072916666,0.711669921875,0.450439453125,0.7784830729166667,0.00244140625,0.74560546875
8,441,9,9,0.015177408854166666,0.7337646484375,0.3341064453125,0.1875,0.027547200520833332,0.1068115234375,0.2913818359375,0.4257405598958333,0.6910400390625,0.7461344401041667,0.039794921875,0.25341796875
18,451,9,9,0.10225423177083333,0.6422119140625,0.484375,0.0,0.11555989583333333,0.1461181640625,0.26656087239583337,0.5282389322916667,0.4243977864583333,0.655517578125,0.3382568359375,0.6304931640625
30,463,9,9,0.014485677083333334,0.7247721354166666,0.39306640625,0.196533203125,0.09895833333333333,0.180908203125,0.27962239583333337,0.5594889322916667,0.6113281249999999,0.8092447916666666,0.015625,0.37744140625
18,451,10,9,0.12459309895833333,0.4287109375,0.382080078125,0.057373046875,0.14200846354166666,0.150390625,0.11547851562500003,0.4078776041666667,0.16210937500000003,0.44612630208333337,0.17431640625,0.47509765625
18,451,10,30,0.08268229166666667,0.5138753255208334,0.412841796875,0.095947265625,0.11112467447916667,0.1416015625,0.21903483072916663,0.4717610677083333,0.320068359375,0.5423177083333334,0.17529296875,0.45849609375
18,451,11,16,0.035664876302083336,0.6822713216145834,0.37939453125,0.160400390625,0.07177734375,0.196533203125,0.2719523111979167,0.5402628580729167,0.5748291015625,0.7183837890625,0.0224609375,0.41552734375
18,451,11,17,0.170166015625,0.453857421875,0.494140625,0.036376953125,0.1552734375,0.209716796875,0.168701171875,0.53369140625,0.12841796875,0.43896484375,0.248046875,0.66748046875
18,451,12,17,0.07246907552083333,0.5540669759114584,0.2735595703125,0.052001953125,0.059336344401041664,0.130615234375,0.14175415039062503,0.3317057291666667,0.42226155598958337,0.5409342447916667,0.0909423828125,0.3521728515625
31,464,12,17,0.08695475260416667,0.51275634765625,0.3826904296875,0.26220703125,0.06858317057291667,0.1051025390625,0.14544677734375,0.3191324869791667,0.35721842447916663,0.494384765625,0.015380859375,0.2255859375
18,451,12,24,0.09368896484375,0.6020100911458334,0.5216064453125,0.13232421875,0.13763427734375,0.2552490234375,0.21443684895833337,0.6073201497395834,0.37068684895833337,0.6459554036458334,0.134033203125,0.64453125
18,451,13,24,0.13517252604166666,0.489501953125,0.51904296875,0.12353515625,0.14973958333333334,0.1767578125,0.189208984375,0.5157063802083334,0.20458984375000003,0.5040690104166667,0.21875,0.572265625
30,463,14,10,0.1131591796875,0.5840657552083334,0.44384765625,0.064453125,0.14326985677083334,0.28466796875,0.18741861979166666,0.6153564453125,0.32763671875,0.6141764322916667,0.0947265625,0.6640625
30,463,14,11,0.054158528645833336,0.4746907552083333,0.333251953125,0.06103515625,0.1378173828125,0.197509765625,0.14127604166666669,0.4766031901041667,0.28271484375,0.558349609375,0.07470703125,0.4697265625
18,451,15,0,0.010091145833333334,0.3834635416666667,0.2789306640625,0.0670166015625,0.1123046875,0.154052734375,0.15653483072916669,0.4228922526041667,0.26106770833333337,0.48567708333333337,0.057861328125,0.365966796875
8,441,15,5,0.09690348307291667,0.7725626627604166,0.6343994140625,0.0174560546875,0.128082275390625,0.16064453125,0.40941365559895837,0.6981404622395834,0.547576904296875,0.803741455078125,0.456298828125,0.777587890625
18,451,16,22,0.02178955078125,0.8132985432942709,0.3525390625,0.08349609375,0.040074666341145836,0.16943359375,0.2906748453776042,0.50018310546875,0.751434326171875,0.8315836588541667,0.099609375,0.4384765625
18,451,17,30,0.016001383463541668,0.6436564127604166,0.16998291015625,0.03594970703125,0.032725016276041664,0.0987548828125,0.12125651041666669,0.25273640950520837,0.5949300130208334,0.6603800455729166,0.0352783203125,0.2327880859375
30,463,17,30,0.067138671875,0.37078857421875,0.6248779296875,0.0654296875,0.06337483723958333,0.0733642578125,0.23199462890625,0.3687337239583333,0.24027506510416669,0.3670247395833333,0.486083984375,0.6328125
16,449,20,3,0.14592488606770834,0.3705342610677083,0.591094970703125,0.11212158203125,0.12611897786458334,0.029205322265625,0.22920735677083331,0.38453165690104163,0.09849039713541663,0.3507283528645833,0.44976806640625,0.5081787109375
31,464,23,21,0.053365071614583336,0.4963785807291667,0.515777587890625,0.229034423828125,0.09429931640625,0.13116455078125,0.13617960611979169,0.3616434733072917,0.34871419270833337,0.5373128255208334,0.15557861328125,0.41790771484375
8,441,26,3,0.09017435709635417,0.57537841796875,0.624114990234375,0.11126708984375,0.061335245768229164,0.062469482421875,0.401641845703125,0.5254465738932291,0.42386881510416663,0.546539306640625,0.45037841796875,0.5753173828125
12,445,26,3,0.12764485677083334,0.5117390950520834,0.4088592529296875,0.291015625,0.11256917317708333,0.0345001220703125,0.16864522298177081,0.31571451822916663,0.2715250651041667,0.4966634114583333,0.083343505859375,0.15234375
21,454,26,3,0.12361653645833333,0.5325724283854166,0.63232421875,0.1396484375,0.14605712890625,0.04833984375,0.34458414713541663,0.5389811197916666,0.2628987630208333,0.5550130208333333,0.4443359375,0.541015625
