id,source_id,error_start,normal_start,length,observed_tokens,method,aggregation,error_score,normal_score,gap,paired_win
12693,14433,111,99,8,4,full,current,-2.3766239584992275,-1.171895349253292,-1.2047286092459355,0.0
12693,14433,111,99,8,4,full,prefix_mean,-0.5890923998813398,-2.3123409154294725,1.7232485155481327,1.0
12693,14433,111,99,8,4,history_mean,current,-2.136412078318267,-2.4326582046233454,0.2962461263050784,1.0
12693,14433,111,99,8,4,history_mean,prefix_mean,-2.5375855924607196,-2.1884276077732494,-0.34915798468747017,0.0
12693,14433,111,99,8,4,current_increment,current,-0.2402118801809605,1.2607628553700534,-1.500974735551014,0.0
12693,14433,111,99,8,4,current_increment,prefix_mean,1.9484931925793794,-0.12391330765622305,2.0724065002356022,1.0
12693,14433,111,99,8,4,prompt_only,current,-1.639191777753987,-1.3270826522752497,-0.31210912547873737,0.0
12693,14433,111,99,8,4,prompt_only,prefix_mean,-2.1532278727756506,-3.187636155171709,1.0344082823960585,1.0
12693,14433,111,99,8,8,full,current,-1.939747982194336,-2.622713564779178,0.6829655825848422,1.0
12693,14433,111,99,8,8,full,prefix_mean,-1.011643883311402,-2.5233158309738033,1.5116719476624012,1.0
12693,14433,111,99,8,8,history_mean,current,-1.5986019282353652,-2.3788012520946777,0.7801993238593126,1.0
12693,14433,111,99,8,8,history_mean,prefix_mean,-2.1430081194325354,-2.2343572524866646,0.09134913305412917,1.0
12693,14433,111,99,8,8,current_increment,current,-0.341146053958971,-0.2439123126845004,-0.09723374127447063,0.0
12693,14433,111,99,8,8,current_increment,prefix_mean,1.1313642361211331,-0.28895857848713863,1.4203228146082718,1.0
12693,14433,111,99,8,8,prompt_only,current,-2.406400195573503,-4.519360225414552,2.112960029841049,1.0
12693,14433,111,99,8,8,prompt_only,prefix_mean,-1.822646237648326,-3.766916335708365,1.944270098060039,1.0
12765,14445,175,138,11,1,full,current,-1.1799088551771677,-3.473023315840758,2.29311446066359,1.0
12765,14445,175,138,11,1,full,prefix_mean,-1.1799088551771677,-3.473023315840758,2.29311446066359,1.0
12765,14445,175,138,11,1,history_mean,current,-2.391788316295788,-3.777763742055606,1.3859754257598182,1.0
12765,14445,175,138,11,1,history_mean,prefix_mean,-2.391788316295788,-3.777763742055606,1.3859754257598182,1.0
12765,14445,175,138,11,1,current_increment,current,1.2118794611186203,0.3047404262148481,0.9071390349037722,1.0
12765,14445,175,138,11,1,current_increment,prefix_mean,1.2118794611186203,0.3047404262148481,0.9071390349037722,1.0
