case_id,source_id,side,event,selection,unit,layer,head,receiver,sources,capture_residual,source_group,entry_sham_error,state_sham_error,relay_sham_error,joint_sham_error,dose,relay_dose,full,removed,support,sham_error,numeric_ok,relay_status,without_relay,without_both,entry_conditional,relay_support,relay_conditional,interaction,restored_state,restored_state_blocked,restoration_identity_error,blocked_identity_error,restoration_gain,blocked_restoration_gain,gate_difference,restored_relay,relay_restoration_gain,delta_sequence_margin,delta_next_margin,delta_tail_margin,delta_mean_margin
14315_headwear_scope,14315,unsupported,2,high_flow_without_positive_lookback,event_2_selected_edge,30,5,467,[0],True,selected_edge,0.0,0.0,0.0,0.0,0.25,1.0,-4.697483304481864,-4.694852062787494,-0.0026312416943694,0.0,True,planned,-4.745699170570731,-4.735445210065328,-0.0102539605054028,0.0482158660888671,0.0405931472778338,0.0076227188110333,-4.697483304481864,-4.745699170570731,0.0,0.0,-0.0026312416943694,-0.0102539605054028,0.0076227188110333,-4.701247402753316,-0.0063953399658212,-0.002631241694369457,-0.0075321197509765625,0.004900878056607105,-0.00021153238184179468
14315_headwear_scope,14315,unsupported,2,high_flow_without_positive_lookback,event_2_selected_edge,30,5,467,[0],True,selected_edge,0.0,0.0,0.0,0.0,1.0,1.0,-4.697483304481864,-4.722026032158087,0.0245427276762226,0.0,True,planned,-4.745699170570731,-4.734165352531622,-0.0115338180391093,0.0482158660888671,0.0121393203735351,0.036076545715332,-4.697483304481864,-4.745699170570731,0.0,0.0,0.0245427276762226,-0.0115338180391093,0.036076545715332,-4.717593353935431,0.0044326782226553,0.024542727676222675,0.013925552368164062,0.010617175308058613,0.0023714324650274676
14315_headwear_scope,14315,unsupported,2,high_flow_without_positive_lookback,event_2_scope,30,5,467,"[249, 250, 251, 252, 253, 254]",True,scope,0.0,0.0,0.0,0.0,0.25,1.0,-4.697483304481864,-4.697483304481864,0.0,0.0,True,planned,-4.745699170570731,-4.745699170570731,0.0,0.0482158660888671,0.0482158660888671,0.0,-4.697483304481864,-4.745699170570731,0.0,0.0,0.0,0.0,0.0,-4.697483304481864,0.0,0.0,0.0,0.0,0.0
14315_headwear_scope,14315,unsupported,2,high_flow_without_positive_lookback,event_2_scope,30,5,467,"[249, 250, 251, 252, 253, 254]",True,scope,0.0,0.0,0.0,0.0,1.0,1.0,-4.697483304481864,-4.7070300691584,0.0095467646765365,0.0,True,planned,-4.745699170570731,-4.755245935247268,0.0095467646765365,0.0482158660888671,0.0482158660888671,0.0,-4.697483304481864,-4.745699170570731,0.0,0.0,0.0095467646765365,0.0095467646765365,0.0,-4.7070300691584,0.0,0.00954676467653659,0.0,0.00954676467653659,0.0008678876978669425
14315_headwear_scope,14315,unsupported,2,high_flow_without_positive_lookback,event_2_supported_value,30,5,467,"[376, 377, 378, 379, 380, 381, 382, 383, 384, 385, 386, 387, 388, 389, 390, 391, 392, 393]",True,supported_value,0.0,0.0,0.0,0.0,0.25,1.0,-4.697483304481864,-4.704983952980399,0.0075006484985351,0.0,True,planned,-4.745699170570731,-4.7247326407245405,-0.0209665298461905,0.0482158660888671,0.0197486877441415,0.0284671783447256,-4.697483304481864,-4.745699170570731,0.0,0.0,0.0075006484985351,-0.0209665298461905,0.0284671783447256,-4.706860784035086,-0.0018768310546866,0.007500648498535156,0.007500648498535156,0.0,0.0007237082558245733
14315_headwear_scope,14315,unsupported,2,high_flow_without_positive_lookback,event_2_supported_value,30,5,467,"[376, 377, 378, 379, 380, 381, 382, 383, 384, 385, 386, 387, 388, 389, 390, 391, 392, 393]",True,supported_value,0.0,0.0,0.0,0.0,1.0,1.0,-4.697483304481864,-4.702862524540855,0.005379220058991,0.0,True,planned,-4.745699170570731,-4.7559106583909525,0.0102114878202215,0.0482158660888671,0.0530481338500976,-0.0048322677612304,-4.697483304481864,-4.745699170570731,0.0,0.0,0.005379220058991,0.0102114878202215,-0.0048322677612304,-4.7057140107469095,-0.0028514862060546,0.005379220058991052,-0.0009737014770507812,0.006352921536041833,0.00048001968482114243
14315_headwear_scope,14315,unsupported,2,high_flow_without_positive_lookback,event_2_value_source,30,5,467,"[255, 256, 257, 258, 259, 260, 261, 262, 263, 264, 265, 266]",True,value_source,0.0,0.0,0.0,0.0,0.25,1.0,-4.697483304481864,-4.704983952980399,0.0075006484985351,0.0,True,planned,-4.745699170570731,-4.7247326407245405,-0.0209665298461905,0.0482158660888671,0.0197486877441415,0.0284671783447256,-4.697483304481864,-4.745699170570731,0.0,0.0,0.0075006484985351,-0.0209665298461905,0.0284671783447256,-4.706860784035086,-0.0018768310546866,0.007500648498535156,0.007500648498535156,0.0,0.0007237082558245733
14315_headwear_scope,14315,unsupported,2,high_flow_without_positive_lookback,event_2_value_source,30,5,467,"[255, 256, 257, 258, 259, 260, 261, 262, 263, 264, 265, 266]",True,value_source,0.0,0.0,0.0,0.0,1.0,1.0,-4.697483304481864,-4.704983952980399,0.0075006484985351,0.0,True,planned,-4.745699170570731,-4.7247326407245405,-0.0209665298461905,0.0482158660888671,0.0197486877441415,0.0284671783447256,-4.697483304481864,-4.745699170570731,0.0,0.0,0.0075006484985351,-0.0209665298461905,0.0284671783447256,-4.706860784035086,-0.0018768310546866,0.007500648498535156,0.007500648498535156,0.0,0.0007237082558245733
14315_headwear_scope,14315,unsupported,2,high_flow_without_positive_lookback,event_2_scope_and_value,30,5,467,"[249, 250, 251, 252, 253, 254, 376, 377, 378, 379, 380, 381, 382, 383, 384, 385, 386, 387, 388, 389, 390, 391, 392, 393]",True,scope_and_value,0.0,0.0,0.0,0.0,0.25,1.0,-4.697483304481864,-4.714530717656936,0.0170474131750717,0.0,True,planned,-4.745699170570731,-4.734279405401078,-0.011419765169653,0.0482158660888671,0.0197486877441424,0.0284671783447247,-4.697483304481864,-4.745699170570731,0.0,0.0,0.0170474131750717,-0.011419765169653,0.0284671783447247,-4.716407548711623,-0.0018768310546875,0.017047413175071746,0.007500648498535156,0.00954676467653659,0.0015915959536915159
14315_headwear_scope,14315,unsupported,2,high_flow_without_positive_lookback,event_2_scope_and_value,30,5,467,"[249, 250, 251, 252, 253, 254, 376, 377, 378, 379, 380, 381, 382, 383, 384, 385, 386, 387, 388, 389, 390, 391, 392, 393]",True,scope_and_value,0.0,0.0,0.0,0.0,1.0,1.0,-4.697483304481864,-4.69600260395327,-0.0014807005285941,0.0,True,planned,-4.745699170570731,-4.746379496043113,0.0006803254723823,0.0482158660888671,0.0503768920898437,-0.0021610260009765,-4.697483304481864,-4.745699170570731,0.0,0.0,-0.0014807005285941,0.0006803254723823,-0.0021610260009765,-4.700007082407859,-0.0040044784545889,-0.00148070052859417,0.000652313232421875,-0.002133013761016045,-0.00012097746289818634
