case_id,source_id,side,world,next_top1_changed,sequence_margin,next_margin,tail_margin,mean_margin
14375_onion_stage,14375,supported,event_0_selected_edge_random_1,False,6.076532442434762,4.0616455078125,2.014886934622262,0.6721057646083504
14375_onion_stage,14375,supported,event_0_scope_0.25_cut_both,False,6.072865399194703,4.051631927490234,2.021233471704469,0.6702369336422824
14375_onion_stage,14375,supported,event_0_scope_and_value_1,False,6.082622142255639,4.062747955322266,2.0198741869333734,0.672508133740868
14375_onion_stage,14375,supported,event_0_scope_and_value_0.25_cut_both,False,6.0636873765553885,4.048210144042969,2.0154772325124197,0.6680078536800971
14375_onion_stage,14375,supported,event_1_scope_and_value_sham,False,6.0777862455423985,4.052988052368164,2.0247981931742345,0.6706459611128088
14375_onion_stage,14375,supported,event_0_supported_value_sham,False,6.0777862455423985,4.052988052368164,2.0247981931742345,0.6706459611128088
14375_onion_stage,14375,supported,event_2_selected_edge_state_sham,False,6.0777862455423985,4.052988052368164,2.0247981931742345,0.6706459611128088
14375_onion_stage,14375,supported,event_1_selected_edge_state_sham,False,6.0777862455423985,4.052988052368164,2.0247981931742345,0.6706459611128088
14375_onion_stage,14375,supported,event_0_scope_0.25_restore_state,False,6.0777862455423985,4.052988052368164,2.0247981931742345,0.6706459611128088
14375_onion_stage,14375,supported,event_3_supported_value_0.25,False,6.079584875303142,4.054786682128906,2.0247981931742354,0.6710352070028405
14375_onion_stage,14375,supported,event_2_supported_value_0.25_cut_both,False,6.06931375621315,4.0509796142578125,2.0183341419553376,0.6699412733741099
14375_onion_stage,14375,supported,event_3_selected_edge_random_1,False,6.071617880063884,4.046819686889648,2.0247981931742354,0.6687354823315126
14375_onion_stage,14375,supported,event_0_supported_value_1_restore_relay,False,6.062336170013637,4.048727035522461,2.013609134491176,0.6682055854673261
14375_onion_stage,14375,supported,event_0_value_source_joint_sham,False,6.0777862455423985,4.052988052368164,2.0247981931742345,0.6706459611128088
14375_onion_stage,14375,supported,event_0_supported_value_joint_sham,False,6.0777862455423985,4.052988052368164,2.0247981931742345,0.6706459611128088
14375_onion_stage,14375,supported,event_1_selected_edge_1,False,6.088335139689548,4.056804656982422,2.031530482707126,0.6729015895586674
14375_onion_stage,14375,supported,event_0_selected_edge_cut_relay,False,6.07316855450236,4.048370361328125,2.0247981931742354,0.670445080690353
14375_onion_stage,14375,supported,event_2_selected_edge_0.25_restore_state_blocked,False,6.07316855450236,4.048370361328125,2.0247981931742354,0.670445080690353
14375_onion_stage,14375,supported,event_2_value_source_1_restore_relay,False,6.07033809568705,4.05552864074707,2.0148094549399795,0.6697939009592657
14375_onion_stage,14375,supported,event_2_supported_value_1_restore_state_blocked,False,6.07316855450236,4.048370361328125,2.0247981931742354,0.670445080690353
14375_onion_stage,14375,supported,event_1_scope_and_value_1,False,6.077723961423461,4.050022125244141,2.02770183617932,0.6707362635913572
14375_onion_stage,14375,supported,event_0_scope_1_restore_state_blocked,False,6.07316855450236,4.048370361328125,2.0247981931742354,0.670445080690353
14375_onion_stage,14375,supported,event_0_supported_value_0.25_restore_relay,False,6.076970103026606,4.056053161621094,2.0209169414055124,0.6708231545160581
14375_onion_stage,14375,supported,event_2_value_source_1,False,6.071804846785682,4.056995391845703,2.0148094549399787,0.669698718593579
14375_onion_stage,14375,supported,event_0_value_source_1_restore_relay,False,6.077709993319582,4.0544891357421875,2.0232208575773942,0.6710983728493747
14375_onion_stage,14375,supported,event_3_supported_value_1,False,6.080439367490642,4.055641174316406,2.0247981931742354,0.6712634371002901
14375_onion_stage,14375,supported,event_0_selected_edge_relay_sham,False,6.0777862455423985,4.052988052368164,2.0247981931742345,0.6706459611128088
