case_id,source_id,side,sequence_margin,next_margin,tail_margin,mean_margin,first_candidate_tokens,second_candidate_tokens,branch_first_disagreement_max
14315_headwear_scope,14315,supported,7.6439883084705915,6.411663055419922,1.2323252530506696,0.6663754242791164,10,11,0.022697112823416354
14315_headwear_scope,14315,unsupported,-4.697483304481864,-5.717781066894531,1.0202977624126675,-0.5204001886779118,10,11,0.14313067609442776
14375_onion_stage,14375,supported,6.0777862455423985,4.052988052368164,2.0247981931742345,0.6706459611128088,3,7,0.21131617459208218
14375_onion_stage,14375,unsupported,0.07458090720253185,-1.0801162719726562,1.154697179175188,-0.4116664830613659,3,7,0.015532613570164333
