target,query,layer,head,old_before,local_before,old_now,local_now,missing_before,missing_now,shift_low,shift_high,before_margin_low,before_margin_high,after_margin_low,after_margin_high
22,455,11,9,0.06648763020833333,0.4647623697916667,0.51025390625,0.03076171875,0.3043619791666667,0.267578125,0.139404296875,0.7113444010416667,0.09391276041666669,0.70263671875,0.2119140625,0.7470703125
22,455,11,16,0.01458740234375,0.6700642903645834,0.51123046875,0.0380859375,0.042561848958333336,0.28076171875,0.35121663411458337,0.6745402018229167,0.6129150390625,0.6980387369791667,0.1923828125,0.75390625
24,457,12,18,0.09130859375,0.4783121744791667,0.3743896484375,0.1494140625,0.1036376953125,0.1558837890625,0.17301432291666669,0.4325358072916667,0.2833658854166667,0.4906412760416667,0.069091796875,0.380859375
22,455,12,24,0.0341796875,0.6068929036458334,0.558349609375,0.040283203125,0.19258626302083334,0.34716796875,0.21944173177083337,0.7591959635416667,0.380126953125,0.7652994791666667,0.1708984375,0.865234375
22,455,12,26,0.020792643229166668,0.5546061197916666,0.455322265625,0.087890625,0.2725830078125,0.343017578125,0.12369791666666663,0.7392985026041666,0.26123046875,0.806396484375,0.0244140625,0.71044921875
9,442,14,11,0.08585611979166667,0.6836344401041666,0.371826171875,0.1461181640625,0.07171630859375,0.1490478515625,0.21425374348958331,0.4350179036458333,0.52606201171875,0.66949462890625,0.07666015625,0.374755859375
25,458,15,0,0.057454427083333336,0.3755086263020833,0.320556640625,0.0,0.16078694661458334,0.159912109375,0.10231526692708334,0.4230143229166667,0.15726725260416666,0.47884114583333337,0.16064453125,0.48046875
9,442,15,5,0.0679931640625,0.7445882161458334,0.6605224609375,0.0157470703125,0.17417399088541666,0.13232421875,0.41835530598958337,0.724853515625,0.5024210611979167,0.85076904296875,0.512451171875,0.777099609375
22,455,15,6,0.037556966145833336,0.59521484375,0.55419921875,0.13037109375,0.20039876302083334,0.264404296875,0.200439453125,0.6652425130208334,0.35725911458333326,0.758056640625,0.159423828125,0.688232421875
22,455,16,22,0.004542032877604167,0.7110137939453125,0.661865234375,0.04833984375,0.022074381510416668,0.289794921875,0.3728790283203125,0.6847483317057291,0.6843973795572917,0.728546142578125,0.32373046875,0.9033203125
26,459,16,22,0.13386027018229166,0.4933675130208333,0.5106201171875,0.043212890625,0.139862060546875,0.2215576171875,0.22859700520833331,0.5900166829427083,0.21964518229166663,0.49936930338541663,0.245849609375,0.68896484375
24,457,17,30,0.03094482421875,0.5402323404947916,0.411376953125,0.201416015625,0.038523356119791664,0.17626953125,0.16254679361979163,0.3773396809895833,0.47076416015624994,0.5478108723958333,0.03369140625,0.38623046875
20,453,19,2,0.06740315755208333,0.2666829427083333,0.4808349609375,0.0086669921875,0.10471598307291667,0.090576171875,0.16743977864583331,0.36273193359375,0.09456380208333333,0.3039957682291667,0.381591796875,0.562744140625
7,440,20,3,0.048192342122395836,0.32745361328125,0.43377685546875,0.1220703125,0.16536966959635416,0.05548095703125,0.14990234375,0.37075297037760413,0.11389160156250003,0.44463094075520837,0.2562255859375,0.3671875
19,452,20,3,0.14452616373697916,0.388824462890625,0.6079254150390625,0.150390625,0.12322489420572917,0.0268402099609375,0.2115936279296875,0.3616587320963542,0.12107340494791667,0.367523193359375,0.430694580078125,0.484375
32,465,20,3,0.19312540690104166,0.34222412109375,0.625457763671875,0.09454345703125,0.13782755533854166,0.026092529296875,0.221588134765625,0.38550821940104163,0.011271158854166685,0.28692626953125,0.50482177734375,0.5570068359375
24,457,22,19,0.03057098388671875,0.3897196451822917,0.4246826171875,0.0576171875,0.07515207926432292,0.1524658203125,0.17963663736979169,0.4072545369466146,0.28399658203125,0.43430074055989587,0.214599609375,0.51953125
9,442,26,3,0.057210286458333336,0.6666208902994791,0.714752197265625,0.093994140625,0.0378875732421875,0.058441162109375,0.5141855875651041,0.6105143229166666,0.5715230305989583,0.6472981770833333,0.56231689453125,0.67919921875
9,442,27,28,0.011708577473958334,0.3141326904296875,0.286285400390625,0.031982421875,0.07324727376302083,0.052825927734375,0.20132954915364587,0.3274027506510417,0.22917683919270837,0.37567138671875,0.20147705078125,0.30712890625
9,442,30,26,0.12095133463541667,0.361114501953125,0.9177093505859375,0.012451171875,0.16930135091145834,0.0166168212890625,0.3320465087890625,0.5179646809895834,0.07086181640624997,0.40946451822916663,0.888641357421875,0.921875
