feature,layer,anomaly_auroc,anomaly_auprc,raw_auroc,raw_separability,rewired_anomaly_auroc,real_minus_rewired_auroc
ph_mean_death,0,0.503245385536077,0.06498086576952168,0.5708127425322341,0.5708127425322341,0.5020896084856955,0.0011557770503815012
ph_mean_death,1,0.5186016969885542,0.06567446011987077,0.5111846488152069,0.5111846488152069,0.51834393062496,0.0002577663635942029
ph_mean_death,2,0.5188430091122489,0.06495707908640405,0.4976609071599467,0.5023390928400533,0.5189105213666743,-6.751225442536146e-05
ph_mean_death,3,0.508460278661931,0.06328627461013157,0.4987530973240375,0.5012469026759625,0.5081546770690751,0.0003056015928558642
ph_mean_death,4,0.5271560668658155,0.06838308723353388,0.45978590198467123,0.5402140980153287,0.5270440111710677,0.00011205569474781463
ph_mean_death,5,0.533016298040672,0.06879769413797383,0.4653404406072826,0.5346595593927175,0.5330429052303531,-2.6607189681171484e-05
ph_mean_death,6,0.542033166616273,0.07331764167533598,0.4366903877253754,0.5633096122746246,0.5418219118659974,0.00021125475027561347
ph_mean_death,7,0.5241320686423464,0.06743354748890644,0.49318459800341,0.50681540199659,0.5241262143078492,5.854334497179536e-06
ph_mean_death,8,0.5356149607494551,0.07524033430666771,0.4963365306081482,0.5036634693918518,0.5364129694288629,-0.0007980086794077135
ph_mean_death,9,0.5622467659232252,0.08604533060175043,0.4656011113982779,0.5343988886017221,0.5621076529466451,0.00013911297658009136
ph_mean_death,10,0.5539328440554588,0.08579443925160551,0.49459094151123073,0.5054090584887693,0.5544208145193769,-0.00048797046391801935
ph_mean_death,11,0.5247518408298508,0.06705684280132722,0.5193127735838878,0.5193127735838878,0.5250983035760214,-0.0003464627461705616
ph_mean_death,12,0.5388270692633795,0.07621626176527589,0.5126532383424565,0.5126532383424565,0.5390292563034856,-0.00020218704010610544
ph_mean_death,13,0.5395782150380336,0.07797886442817072,0.5795454320194615,0.5795454320194615,0.5414486725574894,-0.0018704575194558037
ph_mean_death,14,0.5581420823301663,0.08753811108532239,0.5251475816093916,0.5251475816093916,0.558862359938223,-0.0007202776080567075
ph_mean_death,15,0.5431231298435875,0.07943493317384233,0.5171775897392791,0.5171775897392791,0.5430596292118902,6.350063169724418e-05
