feature,layer,responses,onset_minus_pre,paired_dz,expected_direction,direction_supported
grounding_interval_width,26,222,-0.0022066535243579935,-0.11754916911900432,1,False
grounding_interval_width,27,222,-0.004116909259611422,-0.23430400373906488,1,False
grounding_interval_width,28,222,-0.003497031861328864,-0.1513311951119555,1,False
grounding_interval_width,29,222,-0.00035456725740217945,-0.022926999316613808,1,False
grounding_interval_width,30,222,-0.0008970415806985116,-0.0353835760341601,1,False
grounding_interval_width,31,222,-0.003025422023760306,-0.1564571271487274,1,False
unsupported_feedback_lower,0,222,0.004602656305373252,0.2114058883636171,1,True
unsupported_feedback_lower,1,222,-0.0016366772873847334,-0.22756812932586917,1,False
unsupported_feedback_lower,2,222,-0.00023782655796264758,-0.2509507908436371,1,False
unsupported_feedback_lower,3,222,-2.706349919986547e-05,-0.36238615229597376,1,False
unsupported_feedback_lower,4,222,-3.3574975838996374e-06,-0.40026970619297186,1,False
unsupported_feedback_lower,5,222,-4.091786569711127e-07,-0.31825541007926467,1,False
unsupported_feedback_lower,6,222,-6.971277337979669e-08,-0.29152138251910714,1,False
unsupported_feedback_lower,7,222,-1.0888746717098754e-08,-0.19535443784258955,1,False
unsupported_feedback_lower,8,222,-1.2890552266749986e-09,-0.14586463479683898,1,False
unsupported_feedback_lower,9,222,1.28025718154973e-16,0.06711560552140243,1,True
unsupported_feedback_lower,10,222,0.0,0.0,1,False
unsupported_feedback_lower,11,222,0.0,0.0,1,False
unsupported_feedback_lower,12,222,0.0,0.0,1,False
unsupported_feedback_lower,13,222,0.0,0.0,1,False
unsupported_feedback_lower,14,222,0.0,0.0,1,False
unsupported_feedback_lower,15,222,0.0,0.0,1,False
unsupported_feedback_lower,16,222,0.0,0.0,1,False
unsupported_feedback_lower,17,222,0.0,0.0,1,False
unsupported_feedback_lower,18,222,0.0,0.0,1,False
unsupported_feedback_lower,19,222,0.0,0.0,1,False
unsupported_feedback_lower,20,222,0.0,0.0,1,False
unsupported_feedback_lower,21,222,0.0,0.0,1,False
unsupported_feedback_lower,22,222,0.0,0.0,1,False
unsupported_feedback_lower,23,222,0.0,0.0,1,False
unsupported_feedback_lower,24,222,0.0,0.0,1,False
unsupported_feedback_lower,25,222,0.0,0.0,1,False
unsupported_feedback_lower,26,222,0.0,0.0,1,False
unsupported_feedback_lower,27,222,0.0,0.0,1,False
unsupported_feedback_lower,28,222,0.0,0.0,1,False
unsupported_feedback_lower,29,222,0.0,0.0,1,False
unsupported_feedback_lower,30,222,0.0,0.0,1,False
unsupported_feedback_lower,31,222,0.0,0.0,1,False
unsupported_feedback_upper,0,222,0.00045214418892387874,0.02635884615951974,0,False
unsupported_feedback_upper,1,222,-0.002867513344631539,-0.1068751410157804,0,False
unsupported_feedback_upper,2,222,-0.0010302491184021976,-0.07868338630222547,0,False
unsupported_feedback_upper,3,222,-0.001204074435942882,-0.06641304786995385,0,False
unsupported_feedback_upper,4,222,-0.004276683235222155,-0.18895451446981287,0,False
unsupported_feedback_upper,5,222,-0.00808783647444871,-0.31608743533190214,0,False
unsupported_feedback_upper,6,222,-0.012492473128142658,-0.41454430304843326,0,False
unsupported_feedback_upper,7,222,-0.0019914579686817822,-0.06437729227267361,0,False
unsupported_feedback_upper,8,222,0.0010921226159946338,0.02479647782604066,0,False
unsupported_feedback_upper,9,222,4.775627507819786e-05,0.0011152765826593501,0,False
unsupported_feedback_upper,10,222,-0.007833329608311524,-0.19686741839426172,0,False
unsupported_feedback_upper,11,222,0.00657866338083336,0.16366497329712335,0,False
unsupported_feedback_upper,12,222,-0.0013094336331427635,-0.03734894054362522,0,False
unsupported_feedback_upper,13,222,-0.006529331878498868,-0.09620974739184143,0,False
unsupported_feedback_upper,14,222,0.002327965589256974,0.04104203709755217,0,False
unsupported_feedback_upper,15,222,0.004164010689065263,0.09738721746365078,0,False
unsupported_feedback_upper,16,222,-0.002494153877099355,-0.07124614879638096,0,False
unsupported_feedback_upper,17,222,-0.00042156371715906506,-0.012125443757997135,0,False
unsupported_feedback_upper,18,222,-0.00025263126637484575,-0.007211420722705868,0,False
unsupported_feedback_upper,19,222,-0.006763430496862343,-0.2737059171757245,0,False
unsupported_feedback_upper,20,222,-0.008706182811979775,-0.2510444278922846,0,False
unsupported_feedback_upper,21,222,0.0007744525466953312,0.02168761800040945,0,False
unsupported_feedback_upper,22,222,0.0012431037654210856,0.034411099566309375,0,False
unsupported_feedback_upper,23,222,-0.00046862735673113985,-0.018218068213020546,0,False
unsupported_feedback_upper,24,222,-0.003446213246600048,-0.18845272378834188,0,False
unsupported_feedback_upper,25,222,-0.0008226521480996329,-0.06574670513873784,0,False
unsupported_feedback_upper,26,222,-0.0022066523161557343,-0.11754911059087395,0,False
unsupported_feedback_upper,27,222,-0.004116908454143249,-0.2343039677489783,0,False
unsupported_feedback_upper,28,222,-0.003497031122983039,-0.151331163693094,0,False
unsupported_feedback_upper,29,222,-0.0003545678279421351,-0.022927034728669176,0,False
unsupported_feedback_upper,30,222,-0.0008970390300492983,-0.03538347436803806,0,False
unsupported_feedback_upper,31,222,-0.0030254251785106485,-0.1564572887438941,0,False
response_source_effective_number,0,222,-0.8030496427604744,-0.27915954790822606,0,False
response_source_effective_number,1,222,-0.9030554530856846,-0.27151627869637435,0,False
response_source_effective_number,2,222,-0.7288323168282036,-0.2522855872097708,0,False
response_source_effective_number,3,222,-0.9799779454867045,-0.25167713662064745,0,False
response_source_effective_number,4,222,-1.2221113282281,-0.304390012370628,0,False
response_source_effective_number,5,222,-1.3762055442139909,-0.3419836715761325,0,False
response_source_effective_number,6,222,-2.2345877187746064,-0.5032665760301444,0,False
response_source_effective_number,7,222,-1.6230792215278558,-0.3875947238654976,0,False
response_source_effective_number,8,222,-2.0440346883223937,-0.4034276578897223,0,False
response_source_effective_number,9,222,-2.3559097223453693,-0.5086754066316147,0,False
response_source_effective_number,10,222,-1.505963845295949,-0.331836591418303,0,False
response_source_effective_number,11,222,-1.700816352088172,-0.3826428706406583,0,False
response_source_effective_number,12,222,-1.2214881536122915,-0.25470912075172514,0,False
response_source_effective_number,13,222,-1.7714026629387796,-0.2921505398714801,0,False
response_source_effective_number,14,222,-1.5300668843157657,-0.34400390811277276,0,False
response_source_effective_number,15,222,-2.022113039686873,-0.431205286938499,0,False
response_source_effective_number,16,222,-2.015991363439474,-0.4606042789293445,0,False
response_source_effective_number,17,222,-1.2835078121305585,-0.31594353565562705,0,False
response_source_effective_number,18,222,-1.4670481445553067,-0.3291950521770748,0,False
response_source_effective_number,19,222,-1.6297788308547423,-0.3978310262533662,0,False
response_source_effective_number,20,222,-1.7547721648001455,-0.41447278772488555,0,False
response_source_effective_number,21,222,-1.2063541949332297,-0.4072203573846052,0,False
response_source_effective_number,22,222,-1.1647153008091558,-0.33236513201589923,0,False
response_source_effective_number,23,222,-1.4317617792266983,-0.44407191669754303,0,False
response_source_effective_number,24,222,-1.456556105398917,-0.44435958628437094,0,False
response_source_effective_number,25,222,-0.809341675526387,-0.35851582132052934,0,False
response_source_effective_number,26,222,-0.6949604545627628,-0.21538848995178586,0,False
response_source_effective_number,27,222,-0.6368189072823739,-0.21329425136709884,0,False
response_source_effective_number,28,222,-1.0020920070441994,-0.28856840248790727,0,False
response_source_effective_number,29,222,-1.244023165724299,-0.4900290676469,0,False
response_source_effective_number,30,222,-1.307115100525521,-0.2990561277918834,0,False
response_source_effective_number,31,222,-1.8976873449377112,-0.5631622576313632,0,False
response_source_top1_share,0,222,0.015686538372490857,0.2889556194681884,0,False
response_source_top1_share,1,222,0.03202032593187985,0.3324318385310887,0,False
response_source_top1_share,2,222,0.013392281827625927,0.12424752075261287,0,False
response_source_top1_share,3,222,0.02901152796573467,0.254226669875881,0,False
response_source_top1_share,4,222,0.0367947503387391,0.36269116164162346,0,False
response_source_top1_share,5,222,0.01973672962940491,0.24475765764351382,0,False
response_source_top1_share,6,222,0.041822032214285015,0.5507894872225775,0,False
response_source_top1_share,7,222,0.024250502991783725,0.3253303557498147,0,False
response_source_top1_share,8,222,0.028093523236813845,0.36693398615445405,0,False
response_source_top1_share,9,222,0.031132744172134914,0.4061093592981081,0,False
response_source_top1_share,10,222,0.020842103807775823,0.24693432866542936,0,False
response_source_top1_share,11,222,0.022131145101141284,0.3465387271647767,0,False
response_source_top1_share,12,222,0.0252124434253117,0.2734488763848725,0,False
response_source_top1_share,13,222,0.021418437630206615,0.21269578214505114,0,False
response_source_top1_share,14,222,0.03193224110716098,0.30311899616602195,0,False
response_source_top1_share,15,222,0.040651301073061454,0.39112499270437057,0,False
response_source_top1_share,16,222,0.043906724365713364,0.44278269500179335,0,False
response_source_top1_share,17,222,0.029061470952656893,0.2638509886604046,0,False
response_source_top1_share,18,222,0.02954213391687419,0.2708004476889228,0,False
response_source_top1_share,19,222,0.04120953367637084,0.328610046360689,0,False
response_source_top1_share,20,222,0.038828907853311244,0.3159973964195462,0,False
response_source_top1_share,21,222,0.04906062144148457,0.39543510977005497,0,False
response_source_top1_share,22,222,0.03701131280746546,0.3016388317492832,0,False
response_source_top1_share,23,222,0.058151315662774955,0.4272815504532813,0,False
response_source_top1_share,24,222,0.042171769246861744,0.3172708519515106,0,False
response_source_top1_share,25,222,0.048165480295817055,0.3569574849805257,0,False
response_source_top1_share,26,222,0.030215570585684734,0.25711369852268917,0,False
response_source_top1_share,27,222,0.0075357147567981,0.07237709796240786,0,False
response_source_top1_share,28,222,0.042650937832690576,0.33895860638594083,0,False
response_source_top1_share,29,222,0.07306411895934525,0.5923804430155983,0,False
response_source_top1_share,30,222,0.025881360444399686,0.24990553508263996,0,False
response_source_top1_share,31,222,0.06485225817373207,0.5638412141301433,0,False
recent_response_mass_fraction,0,222,0.030436750870567183,0.42864797028763024,0,False
recent_response_mass_fraction,1,222,0.025879936309548112,0.22802162849165328,0,False
recent_response_mass_fraction,2,222,0.03267435044855685,0.1533993456217855,0,False
recent_response_mass_fraction,3,222,0.015924163095585933,0.09329922683349288,0,False
recent_response_mass_fraction,4,222,0.03283072417383796,0.2155326452903274,0,False
recent_response_mass_fraction,5,222,0.05920540373604577,0.35400355444518006,0,False
recent_response_mass_fraction,6,222,0.07318668087591997,0.5207986906750465,0,False
recent_response_mass_fraction,7,222,0.05830687633505813,0.3962316920075989,0,False
recent_response_mass_fraction,8,222,0.07624710733826096,0.50637950393506,0,False
recent_response_mass_fraction,9,222,0.08018765148815808,0.5398130864723206,0,False
recent_response_mass_fraction,10,222,0.07553455320832965,0.459884343471541,0,False
recent_response_mass_fraction,11,222,0.09911806868003295,0.7258852335763736,0,False
recent_response_mass_fraction,12,222,0.07146983620551256,0.4186639282222627,0,False
recent_response_mass_fraction,13,222,0.07387205324060209,0.4219820768695684,0,False
recent_response_mass_fraction,14,222,0.07699808632736807,0.45906681283223705,0,False
recent_response_mass_fraction,15,222,0.09271556071869962,0.5349336613502315,0,False
recent_response_mass_fraction,16,222,0.10314586282044917,0.6099025859368955,0,False
recent_response_mass_fraction,17,222,0.0774668675285202,0.4324315415235719,0,False
recent_response_mass_fraction,18,222,0.08924625089039674,0.4771874775078972,0,False
recent_response_mass_fraction,19,222,0.09519723057746887,0.5115853440176957,0,False
recent_response_mass_fraction,20,222,0.09032161366026681,0.45750975895257584,0,False
recent_response_mass_fraction,21,222,0.08750387502683175,0.539467316578299,0,False
recent_response_mass_fraction,22,222,0.08526074893034256,0.42372789890250473,0,False
recent_response_mass_fraction,23,222,0.09441178741755786,0.49612018957348797,0,False
recent_response_mass_fraction,24,222,0.07911507523543126,0.4261004871259724,0,False
recent_response_mass_fraction,25,222,0.07742053686498522,0.4689309411832285,0,False
recent_response_mass_fraction,26,222,0.07627920490932895,0.41765529904779075,0,False
recent_response_mass_fraction,27,222,0.05258939334669629,0.33987267230644225,0,False
recent_response_mass_fraction,28,222,0.06883456215665147,0.39483992270567403,0,False
recent_response_mass_fraction,29,222,0.09386530679625434,0.6404143549358455,0,False
recent_response_mass_fraction,30,222,0.06144549637227445,0.37764287398736424,0,False
recent_response_mass_fraction,31,222,0.08696049518950351,0.5758823988594475,0,False
response_mean_lag,0,222,-0.3169307687261083,-0.16425391495337255,0,False
response_mean_lag,1,222,0.24091581664643846,0.06689150123191155,0,False
response_mean_lag,2,222,0.22037332659369116,0.01466487375884382,0,False
response_mean_lag,3,222,1.6430243210749582,0.2260397564265631,0,False
response_mean_lag,4,222,0.69398113843557,0.08246239682123667,0,False
response_mean_lag,5,222,0.20835765578725315,0.019023249099537,0,False
response_mean_lag,6,222,0.16905011250092103,0.01826629059758708,0,False
response_mean_lag,7,222,0.09604254069629016,0.008948953341999301,0,False
response_mean_lag,8,222,-0.26326330180640695,-0.023209152382656282,0,False
response_mean_lag,9,222,-1.1782432005212113,-0.13392119152963183,0,False
response_mean_lag,10,222,-0.8721447538685154,-0.08671670566829,0,False
response_mean_lag,11,222,-1.8408781225616868,-0.21111859772372055,0,False
response_mean_lag,12,222,-0.33184711514292536,-0.041008651859555975,0,False
response_mean_lag,13,222,-1.0026559776014037,-0.10546143277213924,0,False
response_mean_lag,14,222,-1.0491947633726102,-0.1168842347674496,0,False
response_mean_lag,15,222,-1.6679510436616503,-0.21380182084164479,0,False
response_mean_lag,16,222,-1.3661416650892377,-0.15893077473013137,0,False
response_mean_lag,17,222,-0.9780743052293589,-0.1374299620901078,0,False
response_mean_lag,18,222,-1.1520726122297682,-0.12260669249216713,0,False
response_mean_lag,19,222,-1.3566852142144967,-0.15025525026459857,0,False
response_mean_lag,20,222,-1.5743215556617256,-0.12917932101343269,0,False
response_mean_lag,21,222,-1.4008590997876347,-0.22064586036609482,0,False
response_mean_lag,22,222,-1.6470368907258317,-0.17314171094260877,0,False
response_mean_lag,23,222,-1.5570729659484313,-0.18450675938031066,0,False
response_mean_lag,24,222,-0.7703820091110092,-0.0761773772301236,0,False
response_mean_lag,25,222,-1.4900038349735845,-0.21769052081632348,0,False
response_mean_lag,26,222,-0.12063568454604966,-0.012779775880159796,0,False
response_mean_lag,27,222,0.09820494995460854,0.012341709948854238,0,False
response_mean_lag,28,222,-0.586989705627029,-0.06563614360042364,0,False
response_mean_lag,29,222,-1.8003731340438396,-0.2035422168318209,0,False
response_mean_lag,30,222,-0.22592565605232307,-0.023159879183323424,0,False
response_mean_lag,31,222,-1.4573698016974304,-0.2549950945027091,0,False
response_anchor_turnover,0,222,-0.006705466288704056,-0.0730196535119838,0,False
response_anchor_turnover,1,222,0.021164608028557925,0.14363856941389694,0,False
response_anchor_turnover,2,222,-0.0007901735402442313,-0.0051623194802903494,0,False
response_anchor_turnover,3,222,-0.001311947499309574,-0.008814434881187933,0,False
response_anchor_turnover,4,222,0.003475873924053467,0.022668247451818013,0,False
response_anchor_turnover,5,222,-0.01985266254291878,-0.12387243661123103,0,False
response_anchor_turnover,6,222,-0.021352168273281406,-0.1397259687925884,0,False
response_anchor_turnover,7,222,-0.04968276921961758,-0.3223304491511318,0,False
response_anchor_turnover,8,222,-0.030794940553269944,-0.20881252201775494,0,False
response_anchor_turnover,9,222,-0.03221443765335255,-0.2124501948148964,0,False
response_anchor_turnover,10,222,-0.04767931071487633,-0.31877033750708894,0,False
response_anchor_turnover,11,222,-0.03681783311001889,-0.22734449555449382,0,False
response_anchor_turnover,12,222,-0.05188060598867433,-0.32048043702283857,0,False
response_anchor_turnover,13,222,-0.049900709374530894,-0.3191267467172433,0,False
response_anchor_turnover,14,222,-0.04274773208407669,-0.27960651154498867,0,False
response_anchor_turnover,15,222,-0.03395612108277845,-0.22359440559304894,0,False
response_anchor_turnover,16,222,-0.035706230112024256,-0.25248666829181754,0,False
response_anchor_turnover,17,222,-0.034128880514217926,-0.220495722962731,0,False
response_anchor_turnover,18,222,-0.019376537888436705,-0.11984447752871667,0,False
response_anchor_turnover,19,222,-0.00678611076898403,-0.04549996112031776,0,False
response_anchor_turnover,20,222,-0.01808743702398764,-0.11889898327117285,0,False
response_anchor_turnover,21,222,-0.00035380921116820327,-0.0025771302465570113,0,False
response_anchor_turnover,22,222,0.0023334347181492025,0.017774206761762813,0,False
response_anchor_turnover,23,222,0.010626005562576087,0.07919074553903852,0,False
response_anchor_turnover,24,222,0.02578845016054205,0.18749915500318937,0,False
response_anchor_turnover,25,222,0.01047524762851698,0.07670993324150985,0,False
response_anchor_turnover,26,222,0.011011727556988999,0.07683328771533382,0,False
response_anchor_turnover,27,222,0.01275693497679255,0.09587292445472599,0,False
response_anchor_turnover,28,222,-0.008967260251174102,-0.062315462791745276,0,False
response_anchor_turnover,29,222,-0.005226514629415564,-0.037932198738904854,0,False
response_anchor_turnover,30,222,0.004909082978695362,0.03294617485843447,0,False
response_anchor_turnover,31,222,0.005393629407023525,0.03977129778012643,0,False
layer_headset_transition,0,222,0.0,0.0,1,False
layer_headset_transition,1,222,-0.003007684674885896,-0.34596234999079156,1,False
layer_headset_transition,2,222,-0.00012883121097410048,-0.014875184778891552,1,False
layer_headset_transition,3,222,-0.002667136179904143,-0.36459168502629424,1,False
layer_headset_transition,4,222,-0.002923461537271201,-0.27757742148397807,1,False
layer_headset_transition,5,222,-0.003847696969436633,-0.33800027180747555,1,False
layer_headset_transition,6,222,-0.0026310042201264485,-0.2910761522833424,1,False
layer_headset_transition,7,222,0.0032281500396427808,0.37261245508800284,1,True
layer_headset_transition,8,222,-0.0017392874133210997,-0.1369034050016984,1,False
layer_headset_transition,9,222,-0.00150591235708546,-0.18265411305524118,1,False
layer_headset_transition,10,222,0.0007149684956079131,0.0745048498930892,1,True
layer_headset_transition,11,222,0.004758075617992126,0.476941160986569,1,True
layer_headset_transition,12,222,-0.004252891148532833,-0.5283308764456139,1,False
layer_headset_transition,13,222,-9.232331570741292e-05,-0.004922402215725769,1,False
layer_headset_transition,14,222,0.0018909723405633962,0.21275193796455727,1,True
layer_headset_transition,15,222,5.723933714467126e-05,0.0043861236849703856,1,True
layer_headset_transition,16,222,0.0014220346268769856,0.17836220419581944,1,True
layer_headset_transition,17,222,-0.0018598363894197318,-0.21761277864814663,1,False
layer_headset_transition,18,222,-0.0009041875852523623,-0.06790614177583511,1,False
layer_headset_transition,19,222,0.004326285509107349,0.34063112343906277,1,True
layer_headset_transition,20,222,-0.0001237289392733359,-0.009327439861649772,1,False
layer_headset_transition,21,222,-0.0009708185973870861,-0.08323487882760355,1,False
layer_headset_transition,22,222,-0.0013813845695810276,-0.1617579321747648,1,False
layer_headset_transition,23,222,0.0002569588958411603,0.01979715991549115,1,True
layer_headset_transition,24,222,-0.0028578006486232217,-0.3290546603067126,1,False
layer_headset_transition,25,222,-0.004652417373952565,-0.510818336493425,1,False
layer_headset_transition,26,222,-0.005317637940180731,-0.4325315042975049,1,False
layer_headset_transition,27,222,-0.0015459438399957107,-0.14538413326422345,1,False
layer_headset_transition,28,222,-0.003252020239964262,-0.28949311041970743,1,False
layer_headset_transition,29,222,-0.006063098155029185,-0.5254418740733763,1,False
layer_headset_transition,30,222,-0.004691501810878246,-0.3556705094404931,1,False
layer_headset_transition,31,222,-0.0008720695838197931,-0.11499265660342009,1,False
temporal_headset_transition,0,222,-0.0008156272322610692,-0.0742168833504077,1,False
temporal_headset_transition,1,222,-0.0019697306157500896,-0.2540474925916906,1,False
temporal_headset_transition,2,222,-0.0015542393986572017,-0.1968666981962205,1,False
temporal_headset_transition,3,222,-0.0015194144620148985,-0.1982758883301697,1,False
temporal_headset_transition,4,222,-0.001543568610842969,-0.14144633578555332,1,False
temporal_headset_transition,5,222,-0.0024875477375882167,-0.21396883514123655,1,False
temporal_headset_transition,6,222,-0.0015955591020551888,-0.09289072460315068,1,False
temporal_headset_transition,7,222,-0.0035491286114126713,-0.23554521349216367,1,False
temporal_headset_transition,8,222,-0.001563575496343342,-0.10774340385855431,1,False
temporal_headset_transition,9,222,-0.0017832233528564641,-0.1152831880180425,1,False
temporal_headset_transition,10,222,-0.0017230392492435,-0.10570826226104083,1,False
temporal_headset_transition,11,222,-0.0026987292258454872,-0.23351432255800708,1,False
temporal_headset_transition,12,222,-0.004714423404620575,-0.29012110444709865,1,False
temporal_headset_transition,13,222,-0.003616503901309795,-0.19411447372884486,1,False
temporal_headset_transition,14,222,-0.002598740387003164,-0.14156168692116847,1,False
temporal_headset_transition,15,222,-0.0017898002270239969,-0.13110031033184136,1,False
temporal_headset_transition,16,222,-0.003410427411598665,-0.2455425797882269,1,False
temporal_headset_transition,17,222,-0.002885570086807281,-0.18776913931759157,1,False
temporal_headset_transition,18,222,-5.914527620818164e-06,-0.00040389913613107797,1,False
temporal_headset_transition,19,222,0.0002632302416673115,0.025188091902502818,1,True
temporal_headset_transition,20,222,2.222007291542517e-05,0.0015911763874179394,1,True
temporal_headset_transition,21,222,0.001542308518814074,0.10482604339955913,1,True
temporal_headset_transition,22,222,0.0008999060268874641,0.05643748849048134,1,True
temporal_headset_transition,23,222,0.0003757552067573006,0.028913938292731294,1,True
temporal_headset_transition,24,222,-0.0030920246725079713,-0.24969426621894222,1,False
temporal_headset_transition,25,222,-0.0012525130684177082,-0.11237565471821757,1,False
temporal_headset_transition,26,222,-0.00043242104217275845,-0.03837740057375587,1,False
temporal_headset_transition,27,222,-0.0010996709519007185,-0.08587814171019881,1,False
temporal_headset_transition,28,222,-0.002267912231587075,-0.14877302020125505,1,False
temporal_headset_transition,29,222,-0.0030596867908497115,-0.23582237323416413,1,False
temporal_headset_transition,30,222,-0.002977400674140668,-0.14390420787608432,1,False
temporal_headset_transition,31,222,-0.0033195111313247465,-0.1780646003190317,1,False
self_mass_mean,0,222,-0.00940222200845276,-0.7674752432229579,0,False
self_mass_mean,1,222,0.0016743245593330881,0.4322035718446943,0,False
self_mass_mean,2,222,0.0009331670799502381,0.38166435893333706,0,False
self_mass_mean,3,222,0.0010305270636538127,0.3208729600481901,0,False
self_mass_mean,4,222,0.0008735631399594986,0.17804389299232273,0,False
self_mass_mean,5,222,0.0015960396309425166,0.3552923326831315,0,False
self_mass_mean,6,222,0.0006559746725870682,0.10428868422283903,0,False
self_mass_mean,7,222,0.0016743017377348634,0.18261047014324502,0,False
self_mass_mean,8,222,0.00152789761085768,0.18044093551454976,0,False
self_mass_mean,9,222,0.001982390687607967,0.25258576309752706,0,False
self_mass_mean,10,222,0.0033109086892894797,0.24401259821616686,0,False
self_mass_mean,11,222,0.0035183469781668872,0.4597816449764913,0,False
self_mass_mean,12,222,0.003021983698278934,0.1602811560957699,0,False
self_mass_mean,13,222,0.003199536932279935,0.26817105084947945,0,False
self_mass_mean,14,222,0.002626987157372741,0.18580176775923152,0,False
self_mass_mean,15,222,0.008126012905425316,0.44890646996338185,0,False
self_mass_mean,16,222,0.004713304710012299,0.35446677898764384,0,False
self_mass_mean,17,222,0.0036192157532314996,0.3252751559127291,0,False
self_mass_mean,18,222,0.0012357651826564793,0.16524249805213148,0,False
self_mass_mean,19,222,0.0007599259617629352,0.09535843108498672,0,False
self_mass_mean,20,222,0.002981173080132083,0.33336325132343936,0,False
self_mass_mean,21,222,0.0022824413000463364,0.19459495002131844,0,False
self_mass_mean,22,222,0.0020929101166558693,0.2782905537695415,0,False
self_mass_mean,23,222,0.0017135944720861073,0.271618715223023,0,False
self_mass_mean,24,222,0.0009594174387218716,0.1306856888300596,0,False
self_mass_mean,25,222,0.0007058822566660138,0.13542780324101855,0,False
self_mass_mean,26,222,0.0003493440312308234,0.030394893451546324,0,False
self_mass_mean,27,222,0.00043662696204206967,0.04985698747388937,0,False
self_mass_mean,28,222,-0.003360742518493721,-0.28526471381942414,0,False
self_mass_mean,29,222,0.0002234466793435114,0.0256755482399601,0,False
self_mass_mean,30,222,-0.0002198909149245099,-0.01708237237192375,0,False
self_mass_mean,31,222,-0.0029797359361304894,-0.17501397246043096,0,False
unresolved_mass_mean,0,222,-0.0041505110424918095,-0.2036328912829468,0,False
unresolved_mass_mean,1,222,0.0013369127503923468,0.0868977635954807,0,False
unresolved_mass_mean,2,222,9.384692587830998e-05,0.008665101310144436,0,False
unresolved_mass_mean,3,222,-0.00033164172022192326,-0.018573958119036515,0,False
unresolved_mass_mean,4,222,-0.0023268711593773988,-0.11028025780632535,0,False
unresolved_mass_mean,5,222,-0.005219241386061316,-0.22203276006414477,0,False
unresolved_mass_mean,6,222,-0.00678848203372311,-0.26477554441831624,0,False
unresolved_mass_mean,7,222,0.002712587247023711,0.09391376874851694,0,False
unresolved_mass_mean,8,222,0.005161744584371378,0.120842704225065,0,False
unresolved_mass_mean,9,222,0.003638994586360347,0.08623404395614376,0,False
unresolved_mass_mean,10,222,-0.0033263286894506163,-0.0872062108327948,0,False
unresolved_mass_mean,11,222,0.006735249414100303,0.1723050444175176,0,False
unresolved_mass_mean,12,222,0.009368697936470443,0.20762706155133862,0,False
unresolved_mass_mean,13,222,-0.0025061713615516287,-0.03756191320186871,0,False
unresolved_mass_mean,14,222,0.003834767720183811,0.07802747246669564,0,False
unresolved_mass_mean,15,222,0.0035651323830222224,0.09188049236369357,0,False
unresolved_mass_mean,16,222,0.002335330622421729,0.07313318278980092,0,False
unresolved_mass_mean,17,222,0.0016303606801204853,0.04983662509080253,0,False
unresolved_mass_mean,18,222,0.000682695357649176,0.02073545611725846,0,False
unresolved_mass_mean,19,222,-0.004740476104858759,-0.20606394972651257,0,False
unresolved_mass_mean,20,222,-0.007966213767324481,-0.24436188120549343,0,False
unresolved_mass_mean,21,222,0.000548285004254934,0.017546132959335506,0,False
unresolved_mass_mean,22,222,0.0017529199789236257,0.05192820580020432,0,False
unresolved_mass_mean,23,222,0.000602632727440413,0.025067908965710217,0,False
unresolved_mass_mean,24,222,-0.0018796173872442934,-0.1100175682843245,0,False
unresolved_mass_mean,25,222,-0.0006425232702010387,-0.05232354012044607,0,False
unresolved_mass_mean,26,222,-0.0010783642798930675,-0.06135199685788817,0,False
unresolved_mass_mean,27,222,-0.0024408785005410514,-0.14589503392798792,0,False
unresolved_mass_mean,28,222,-0.0007508406499484638,-0.03259258065377256,0,False
unresolved_mass_mean,29,222,7.991976029164082e-05,0.005430000377758009,0,False
unresolved_mass_mean,30,222,0.0018058120197541004,0.07295375865201174,0,False
unresolved_mass_mean,31,222,0.0004934493016015302,0.034437815150113675,0,False
known_mass_mean,0,222,0.004150513458896328,0.20363301091710018,0,False
known_mass_mean,1,222,-0.001336915804459168,-0.08689796269135114,0,False
known_mass_mean,2,222,-9.384375434738022e-05,-0.008664808401535622,0,False
known_mass_mean,3,222,0.00033163621618941024,0.018573650319177133,0,False
known_mass_mean,4,222,0.0023268729716807873,0.11028034581867725,0,False
known_mass_mean,5,222,0.005219241251816621,0.22203275975952202,0,False
known_mass_mean,6,222,0.006788485222034626,0.2647756630143833,0,False
known_mass_mean,7,222,-0.0027125861730661477,-0.09391373748168622,0,False
known_mass_mean,8,222,-0.005161745054227812,-0.12084271210918239,0,False
known_mass_mean,9,222,-0.0036389913644876565,-0.08623396144356676,0,False
known_mass_mean,10,222,0.0033263274141260095,0.08720617802268678,0,False
known_mass_mean,11,222,-0.006735249145610913,-0.17230502368712125,0,False
known_mass_mean,12,222,-0.009368697802225748,-0.2076270574710846,0,False
known_mass_mean,13,222,0.0025061730060491477,0.03756194033046604,0,False
known_mass_mean,14,222,-0.003834764699678163,-0.0780274082076128,0,False
known_mass_mean,15,222,-0.003565139867163993,-0.09188069550184655,0,False
known_mass_mean,16,222,-0.0023353325354086387,-0.07313324813957287,0,False
known_mass_mean,17,222,-0.0016303577938595333,-0.04983653054242158,0,False
known_mass_mean,18,222,-0.0006826960288726532,-0.020735476214447143,0,False
known_mass_mean,19,222,0.004740480098638449,0.20606415813546497,0,False
known_mass_mean,20,222,0.007966210713257661,0.2443617933066117,0,False
known_mass_mean,21,222,-0.0005482878233935382,-0.017546221998960904,0,False
known_mass_mean,22,222,-0.001752919441944844,-0.051928182612006435,0,False
