family,layer,auroc,auprc,rewired_auroc,rewired_auprc,auroc_drop,auprc_drop
lockin,24,0.44095490716180374,0.031027202746629814,0.45771883289124665,0.03219998914759872,-0.016763925729442908,-0.0011727864009689094
lockin,25,0.526790450928382,0.041192957054787815,0.5274270557029178,0.04164010476833934,-0.000636604774535865,-0.00044714771355152533
lockin,26,0.5246684350132627,0.036603774706059765,0.4835013262599469,0.033908980445441085,0.04116710875331575,0.0026947942606186798
lockin,27,0.543183023872679,0.040083427571173315,0.5271618037135278,0.03780246975673375,0.016021220159151195,0.0022809578144395645
lockin,28,0.5980901856763926,0.04559717419226474,0.5926790450928382,0.046528318695376075,0.005411140583554408,-0.0009311445031113322
lockin,29,0.4676923076923077,0.0324112046298222,0.4562864721485412,0.032847561584356526,0.011405835543766507,-0.00043635695453432544
lockin,30,0.4618037135278515,0.03130735434290588,0.46726790450928385,0.03136656902395809,-0.00546419098143236,-5.921468105220956e-05
lockin,31,0.3838726790450928,0.02668817643897884,0.35623342175066314,0.025813368021225525,0.027639257294429675,0.0008748084177533158
all,0,0.4954907161803713,0.03933694433997727,0.5311405835543767,0.0446717549597906,-0.03564986737400533,-0.005334810619813335
all,1,0.4076923076923077,0.03364129278172634,0.40212201591511937,0.03361113834653286,0.005570291777188319,3.015443519348293e-05
all,2,0.4986737400530504,0.034895387917534514,0.47639257294429704,0.032724076769249724,0.02228116710875333,0.0021713111482847894
all,3,0.49315649867374,0.03761221194972545,0.4819628647214854,0.03441521698708447,0.011193633952254589,0.0031969949626409824
all,4,0.48381962864721484,0.03457097643224667,0.4683289124668435,0.03296025233911,0.015490716180371344,0.0016107240931366729
all,5,0.5147480106100796,0.040071025030130686,0.4919363395225464,0.03950939709372962,0.02281167108753318,0.0005616279364010629
all,6,0.416816976127321,0.032776444367702065,0.4171352785145888,0.048983564333980406,-0.00031830238726782145,-0.01620711996627834
all,7,0.466737400530504,0.03401897304819205,0.4324668435013263,0.04298329937727752,0.034270557029177695,-0.008964326329085469
all,8,0.5529442970822281,0.040483291544623864,0.5201061007957559,0.039236393698841986,0.03283819628647222,0.0012468978457818788
all,9,0.463289124668435,0.03259481425106445,0.43978779840848814,0.03588032702675157,0.023501326259946886,-0.003285512775687123
all,10,0.5595225464190982,0.042204918045429446,0.503342175066313,0.040395243037338026,0.0561803713527852,0.00180967500809142
all,11,0.5141114058355438,0.03956610372411624,0.4472679045092838,0.037693859348579495,0.06684350132626005,0.0018722443755367427
all,12,0.5622281167108754,0.04445807187176721,0.5264190981432361,0.040245927485579744,0.035809018567639295,0.004212144386187465
all,13,0.5749071618037135,0.05186394298767857,0.550132625994695,0.048046515663200076,0.02477453580901845,0.003817427324478491
all,14,0.4618037135278515,0.03119125401821197,0.4244031830238727,0.029976928898459966,0.03740053050397879,0.0012143251197520057
all,15,0.3651989389920425,0.027029415931822044,0.34185676392572945,0.02775313564493882,0.02334217506631303,-0.0007237197131167751
all,16,0.45533156498673744,0.03222056833112934,0.41787798408488064,0.0356984831491176,0.0374535809018568,-0.003477914817988266
all,17,0.5141114058355438,0.034707040186133534,0.466684350132626,0.03218806309380478,0.04742705570291783,0.0025189770923287544
all,18,0.49331564986737403,0.033535565208159444,0.46514588859416445,0.03148601713621545,0.02816976127320958,0.0020495480719439976
all,19,0.4627586206896552,0.03183732249818167,0.4269496021220159,0.029748097215450187,0.035809018567639295,0.002089225282731484
all,20,0.5369761273209549,0.03947949983545663,0.49803713527851456,0.03602197872660398,0.038938992042440335,0.0034575211088526472
all,21,0.5037665782493369,0.03407454904707529,0.49363395225464185,0.03357516198866935,0.010132625994695055,0.0004993870584059437
all,22,0.48986737400530506,0.03287657193737062,0.456604774535809,0.030428640150206077,0.03326259946949606,0.0024479317871645423
all,23,0.4961273209549072,0.033435308924489024,0.47002652519893906,0.03146960080375996,0.02610079575596813,0.001965708120729062
all,24,0.35708222811671086,0.02602723740137043,0.34684350132625996,0.026168668278997494,0.010238726790450903,-0.00014143087762706272
all,25,0.4796286472148541,0.034976705426892366,0.48015915119363395,0.034431839338852646,-0.0005305039787798504,0.0005448660880397194
all,26,0.5111405835543767,0.04249142503094169,0.49702917771883287,0.04186155151351619,0.014111405835543878,0.0006298735174255013
all,27,0.4461538461538462,0.030086572797744106,0.44010610079575596,0.029666868338259995,0.006047745358090217,0.0004197044594841104
all,28,0.5082228116710875,0.034730567683269084,0.5119893899204244,0.03517131094938302,-0.003766578249336905,-0.0004407432661139368
all,29,0.5517771883289124,0.048075082342999606,0.5396286472148542,0.0476341556162565,0.012148541114058276,0.0004409267267431044
all,30,0.5193633952254642,0.03502861571009554,0.5057824933687003,0.03403418596411993,0.01358090185676386,0.0009944297459756057
all,31,0.49453580901856764,0.03270570079701914,0.4734748010610079,0.03130744607082091,0.02106100795755972,0.001398254726198235
