feature,layer,responses,standardized_onset_minus_pre,paired_dz,expected_direction,direction_supported
known_ph_mean_death,0,3,-0.3766239285469055,-1.0438320040325733,1,False
known_ph_mean_death,1,3,0.05566253264745077,0.1525477914768921,1,True
known_ph_mean_death,2,3,0.20510761936505637,0.7221928590861906,1,True
known_ph_mean_death,3,3,-0.45128090182940167,-0.7581691972576949,1,False
known_ph_mean_death,4,3,-0.18970803916454315,-0.3793998929705793,1,False
known_ph_mean_death,5,3,0.0666045993566513,0.11906239869716975,1,True
known_ph_mean_death,6,3,-0.012057264645894369,-0.03843733741272613,1,False
known_ph_mean_death,7,3,0.061973641316095986,0.12426310973418056,1,True
known_ph_mean_death,8,3,-0.03869082530339559,-0.04680216196675504,1,False
known_ph_mean_death,9,3,0.28828975558280945,0.5072961766594221,1,True
known_ph_mean_death,10,3,-0.2866496841112773,-0.9639453342797857,1,False
known_ph_mean_death,11,3,0.4893535574277242,1.652559591687574,1,True
known_ph_mean_death,12,3,-0.5595087905724844,-0.705243135030661,1,False
known_ph_mean_death,13,3,-0.5104217032591502,-1.2369601674580861,1,False
known_ph_mean_death,14,3,-0.4340736319621404,-1.1834312958698618,1,False
known_ph_mean_death,15,3,-0.4250687857468923,-1.2853831802896243,1,False
known_ph_mean_death,16,3,-0.7458270788192749,-2.3144216100665833,1,False
known_ph_mean_death,17,3,-0.4087666720151901,-0.7622788998505533,1,False
known_ph_mean_death,18,3,-0.43949009974797565,-0.9106396743843761,1,False
known_ph_mean_death,19,3,-0.37108197808265686,-0.5902279219170405,1,False
known_ph_mean_death,20,3,-0.4916374683380127,-3.2440341806645865,1,False
known_ph_mean_death,21,3,-0.7093273401260376,-2.4471360581015857,1,False
known_ph_mean_death,22,3,-0.22377816836039224,-0.7869058848081218,1,False
known_ph_mean_death,23,3,-0.22462376952171326,-0.45548535092705983,1,False
known_ph_mean_death,24,3,-0.24402586619059244,-0.44087221813946065,1,False
known_ph_mean_death,25,3,-0.2999679471055667,-1.515401638603086,1,False
known_ph_mean_death,26,3,-0.08100803693135579,-0.08700108918979522,1,False
known_ph_mean_death,27,3,0.06428658465544383,0.1671263075443441,1,True
known_ph_mean_death,28,3,-0.08332147200902303,-0.22486463073682597,1,False
known_ph_mean_death,29,3,0.030458847681681316,0.1025279315221394,1,True
known_ph_mean_death,30,3,0.019547770420710247,0.1442569104239882,1,True
known_ph_mean_death,31,3,0.011216813077529272,0.04446854576954313,1,True
known_ph_max_death,0,3,0.0189959059158961,0.07027156460416405,1,True
known_ph_max_death,1,3,-0.5630480051040649,-1.5200288772041182,1,False
known_ph_max_death,2,3,-0.1140260100364685,-0.10496872532971392,1,False
known_ph_max_death,3,3,-0.09143813451131184,-0.0785794083564815,1,False
known_ph_max_death,4,3,0.42795900503794354,0.25020212672725917,1,True
known_ph_max_death,5,3,0.6081246534983317,2.4735426007100654,1,True
known_ph_max_death,6,3,-0.1631546417872111,-0.36364445559453534,1,False
known_ph_max_death,7,3,0.4149388273557027,0.6760225904787505,1,True
known_ph_max_death,8,3,0.4518422881762187,0.8538779260241759,1,True
known_ph_max_death,9,3,0.6320966879526774,0.43754070241905646,1,True
known_ph_max_death,10,3,0.6939164300759634,0.8992989013902621,1,True
known_ph_max_death,11,3,0.5968345403671265,0.46019697619887956,1,True
known_ph_max_death,12,3,-0.3199427177508672,-0.3480625273084668,1,False
known_ph_max_death,13,3,1.5242507308721542,0.9456725475766277,1,True
known_ph_max_death,14,3,-0.7529287040233612,-1.769519873908018,1,False
known_ph_max_death,15,3,-0.20611647764841715,-0.3161930207039084,1,False
known_ph_max_death,16,3,-0.32280757029851276,-0.9914625564208251,1,False
known_ph_max_death,17,3,0.31181899706522626,0.47674956490986836,1,True
known_ph_max_death,18,3,0.46733630696932477,1.0258093854513952,1,True
known_ph_max_death,19,3,-0.3630669911702474,-0.27542896325162114,1,False
known_ph_max_death,20,3,-0.41261879603068036,-1.4607181036006078,1,False
known_ph_max_death,21,3,0.10518186291058858,0.12372497963782395,1,True
known_ph_max_death,22,3,0.0034518192211786904,0.042520891986995504,1,True
known_ph_max_death,23,3,-0.14061069985230765,-0.16597493187727103,1,False
known_ph_max_death,24,3,-0.04038312037785848,-0.08797991896560596,1,False
known_ph_max_death,25,3,-0.42715118328730267,-3.19581394215701,1,False
known_ph_max_death,26,3,0.050537705421447754,0.048075969048599926,1,True
known_ph_max_death,27,3,0.06156946221987406,0.26080619053183196,1,True
known_ph_max_death,28,3,-0.3862790067990621,-1.3314332291866335,1,False
known_ph_max_death,29,3,-0.2372034192085266,-0.29562153577562983,1,False
known_ph_max_death,30,3,0.302805761496226,1.6090772216501954,1,True
known_ph_max_death,31,3,-0.2933206756909688,-0.4175921295982644,1,False
known_ph_persistence_entropy,0,3,-0.1419638196627299,-0.5621752464390026,1,False
known_ph_persistence_entropy,1,3,0.18713357051213583,0.8487366413765405,1,True
known_ph_persistence_entropy,2,3,0.1681447004278501,0.3000557065699556,1,True
known_ph_persistence_entropy,3,3,-0.28017828861872357,-0.29009856811905826,1,False
known_ph_persistence_entropy,4,3,-0.36381034056345624,-0.31611789244009214,1,False
known_ph_persistence_entropy,5,3,0.11396731436252594,0.3589553033602755,1,True
known_ph_persistence_entropy,6,3,0.14272361745436987,0.5382835152717933,1,True
known_ph_persistence_entropy,7,3,-0.3426789442698161,-0.2958809251172967,1,False
known_ph_persistence_entropy,8,3,0.07291831200321515,0.12981632205366994,1,True
known_ph_persistence_entropy,9,3,0.37947755058606464,0.6250732087591022,1,True
known_ph_persistence_entropy,10,3,-0.3468327522277832,-1.506237505075707,1,False
known_ph_persistence_entropy,11,3,-0.17939827839533487,-0.21473557203024954,1,False
known_ph_persistence_entropy,12,3,-0.6444958845774332,-0.8293078147085321,1,False
known_ph_persistence_entropy,13,3,-0.7641050418217977,-0.5935406408491255,1,False
known_ph_persistence_entropy,14,3,0.0505979855855306,0.07397154091177538,1,True
known_ph_persistence_entropy,15,3,0.15506800760825476,0.9868489251870117,1,True
known_ph_persistence_entropy,16,3,-0.24067063132921854,-0.2837820161706555,1,False
known_ph_persistence_entropy,17,3,-0.06152538458506266,-0.04021778043940594,1,False
known_ph_persistence_entropy,18,3,-0.6090292632579803,-0.5202337458106133,1,False
known_ph_persistence_entropy,19,3,0.1485812564690908,0.08784131699931003,1,True
known_ph_persistence_entropy,20,3,-0.6470916867256165,-1.3611474817605023,1,False
known_ph_persistence_entropy,21,3,-0.5771466890970866,-2.5006155847806797,1,False
known_ph_persistence_entropy,22,3,-0.1416251411040624,-0.22286806128370995,1,False
known_ph_persistence_entropy,23,3,-0.22969319423039755,-0.3851176724882061,1,False
known_ph_persistence_entropy,24,3,-0.35343120495478314,-2.5949278291992792,1,False
known_ph_persistence_entropy,25,3,-0.11674879988034566,-0.4467456298344076,1,False
known_ph_persistence_entropy,26,3,0.32657455404599506,0.5963996497118305,1,True
known_ph_persistence_entropy,27,3,0.20860730359951654,0.2893880149590671,1,True
known_ph_persistence_entropy,28,3,0.44394451379776,0.6293403754369339,1,True
known_ph_persistence_entropy,29,3,0.8266973694165548,0.8183139358840402,1,True
known_ph_persistence_entropy,30,3,0.028118108709653217,0.12962066727434504,1,True
known_ph_persistence_entropy,31,3,0.2241398592789968,0.8592589282011039,1,True
known_ph_largest_gap,0,3,-0.26169584194819134,-0.773246124127176,1,False
known_ph_largest_gap,1,3,-0.04663538932800293,-0.13722304401969743,1,False
known_ph_largest_gap,2,3,-0.07761744658152263,-0.2029793342768105,1,False
known_ph_largest_gap,3,3,0.14321666955947876,0.16887989769342102,1,True
known_ph_largest_gap,4,3,0.426529328028361,0.31047082949431665,1,True
known_ph_largest_gap,5,3,0.5034886598587036,0.940695544824026,1,True
known_ph_largest_gap,6,3,0.6177841822306315,5.545790557238664,1,True
known_ph_largest_gap,7,3,0.38196177283922833,1.0484496932625986,1,True
known_ph_largest_gap,8,3,0.970706065495809,1.7640927481295483,1,True
known_ph_largest_gap,9,3,0.1780234177907308,0.2153009532212444,1,True
known_ph_largest_gap,10,3,0.8519589304924011,2.104676136499377,1,True
known_ph_largest_gap,11,3,-0.6367347439130148,-1.8470824824127652,1,False
known_ph_largest_gap,12,3,-0.08151788512865703,-0.10740531458511067,1,False
known_ph_largest_gap,13,3,0.9250820676485697,0.5913810739894159,1,True
known_ph_largest_gap,14,3,0.022836764653523762,0.033029018284706835,1,True
known_ph_largest_gap,15,3,0.5059213936328888,2.235570837459696,1,True
known_ph_largest_gap,16,3,-0.277714600165685,-1.4500154738517101,1,False
known_ph_largest_gap,17,3,0.12067550420761108,0.19364025211697486,1,True
known_ph_largest_gap,18,3,0.704984207948049,0.7089975372932255,1,True
known_ph_largest_gap,19,3,-0.409392515818278,-0.24365530953680545,1,False
known_ph_largest_gap,20,3,-0.038060019413630165,-0.08936337869458318,1,False
known_ph_largest_gap,21,3,0.9819548639158407,0.8141307900139183,1,True
known_ph_largest_gap,22,3,0.028103947639465332,0.20034178342097717,1,True
known_ph_largest_gap,23,3,-0.05148808161417643,-0.03497583703139287,1,False
known_ph_largest_gap,24,3,-0.4479553351799647,-1.6025574376598068,1,False
known_ph_largest_gap,25,3,-0.3530379384756088,-0.6502300778076449,1,False
known_ph_largest_gap,26,3,0.4210800727208455,3.7252496283049674,1,True
known_ph_largest_gap,27,3,0.24035019675890604,1.0628396044323072,1,True
known_ph_largest_gap,28,3,-0.6114772160847982,-2.1070407207071495,1,False
known_ph_largest_gap,29,3,1.1516583859920502,1.1859508649869088,1,True
known_ph_largest_gap,30,3,0.48128559192021686,0.8006963216471993,1,True
known_ph_largest_gap,31,3,0.1641742984453837,0.2884165286623714,1,True
known_head_route_effective_rank,0,3,-0.25317566593488056,-0.3576401332784919,1,False
known_head_route_effective_rank,1,3,0.13502496480941772,0.10728030112031092,1,True
known_head_route_effective_rank,2,3,0.637221614519755,1.3711915221847009,1,True
known_head_route_effective_rank,3,3,-0.12144990762074788,-0.19946023080201916,1,False
known_head_route_effective_rank,4,3,0.25568391879399616,0.282237340937738,1,True
known_head_route_effective_rank,5,3,0.481351301074028,0.7199053279186682,1,True
known_head_route_effective_rank,6,3,0.3319384654362996,0.28755789655171865,1,True
known_head_route_effective_rank,7,3,0.5077508091926575,1.2129397107781732,1,True
