feature,layer,anomaly_auroc,anomaly_auprc,raw_auroc,raw_separability,rewired_anomaly_auroc,real_minus_rewired_auroc
known_ph_mean_death,0,0.5628116710875332,0.040802276341770194,0.5718302387267904,0.5718302387267904,0.5648806366047745,-0.002068965517241339
known_ph_mean_death,1,0.4884880636604775,0.033039963327058414,0.3845092838196286,0.6154907161803713,0.48286472148541115,0.005623342175066326
known_ph_mean_death,2,0.5079045092838196,0.03491560376691389,0.5941114058355438,0.5941114058355438,0.5127320954907162,-0.004827586206896606
known_ph_mean_death,3,0.4722546419098143,0.03225886759583358,0.4672679045092839,0.5327320954907161,0.47193633952254643,0.00031830238726787696
known_ph_mean_death,4,0.46700265251989387,0.03254085227412443,0.47039787798408483,0.5296021220159152,0.4659416445623342,0.0010610079575596454
known_ph_mean_death,5,0.47915119363395225,0.036317749979893094,0.5308222811671087,0.5308222811671087,0.4796286472148541,-0.0004774535809018432
known_ph_mean_death,6,0.5055172413793103,0.03748213889186397,0.5786206896551724,0.5786206896551724,0.5049867374005305,0.0005305039787798504
known_ph_mean_death,7,0.4022281167108753,0.028135201833546994,0.553474801061008,0.553474801061008,0.40244031830238725,-0.00021220159151191798
known_ph_mean_death,8,0.6227055702917772,0.051405256445593225,0.6813793103448276,0.6813793103448276,0.6240848806366048,-0.0013793103448276334
known_ph_mean_death,9,0.5779840848806366,0.0494512595107965,0.7138992042440319,0.7138992042440319,0.5805835543766579,-0.0025994694960213005
known_ph_mean_death,10,0.5440318302387267,0.04812763381526104,0.5902917771883289,0.5902917771883289,0.5403713527851459,0.0036604774535807794
known_ph_mean_death,11,0.6291777188328912,0.056329497514333284,0.7760742705570292,0.7760742705570292,0.6246153846153847,0.004562334217506514
known_ph_mean_death,12,0.4960212201591512,0.0385609563606788,0.5644031830238727,0.5644031830238727,0.4924668435013263,0.003554376657824876
known_ph_mean_death,13,0.5429708222811671,0.05204691596985751,0.6323076923076922,0.6323076923076922,0.5473740053050398,-0.004403183023872659
known_ph_mean_death,14,0.5489124668435013,0.039996029123138266,0.6089124668435013,0.6089124668435013,0.5491777188328912,-0.00026525198938998074
known_ph_mean_death,15,0.43480106100795757,0.03178648608377581,0.603129973474801,0.603129973474801,0.4329442970822281,0.0018567639257294766
known_ph_mean_death,16,0.5858355437665782,0.042468018596399384,0.5505570291777189,0.5505570291777189,0.5946949602122017,-0.008859416445623491
known_ph_mean_death,17,0.4879045092838197,0.03633720972396236,0.6186737400530503,0.6186737400530503,0.4905039787798408,-0.002599469496021134
known_ph_mean_death,18,0.49533156498673736,0.035112055299883434,0.5930503978779841,0.5930503978779841,0.49342175066312993,0.0019098143236074283
known_ph_mean_death,19,0.4445092838196286,0.03207797075158782,0.5135278514588859,0.5135278514588859,0.44912466843501325,-0.004615384615384632
known_ph_mean_death,20,0.4549071618037135,0.0458187249639638,0.6038726790450929,0.6038726790450929,0.4523607427055703,0.0025464190981431822
known_ph_mean_death,21,0.5483289124668435,0.03829790400143892,0.6514588859416445,0.6514588859416445,0.5492307692307693,-0.0009018567639258457
known_ph_mean_death,22,0.5636604774535808,0.04131398104133745,0.6540583554376658,0.6540583554376658,0.5631299734748011,0.0005305039787797394
known_ph_mean_death,23,0.503342175066313,0.036127544074345215,0.6214854111405836,0.6214854111405836,0.5022811671087534,0.0010610079575595899
known_ph_mean_death,24,0.4484880636604775,0.03148695790342651,0.6123076923076923,0.6123076923076923,0.4436604774535809,0.004827586206896606
known_ph_mean_death,25,0.5464190981432361,0.04364201052414711,0.6306631299734748,0.6306631299734748,0.5422281167108753,0.004190981432360741
known_ph_mean_death,26,0.5311405835543767,0.04448666948013485,0.7248806366047745,0.7248806366047745,0.5334217506631299,-0.002281167108753257
known_ph_mean_death,27,0.47750663129973475,0.03724106166498471,0.693262599469496,0.693262599469496,0.47214854111405835,0.005358090185676401
known_ph_mean_death,28,0.5962334217506632,0.046003494681542786,0.6684880636604775,0.6684880636604775,0.5961273209549072,0.0001061007957560145
known_ph_mean_death,29,0.4828647214854111,0.04284298625701969,0.6631830238726791,0.6631830238726791,0.48610079575596804,-0.0032360742705569434
known_ph_mean_death,30,0.6062599469496022,0.04596971745412741,0.8270026525198939,0.8270026525198939,0.6042970822281166,0.0019628647214855466
known_ph_mean_death,31,0.43718832891246684,0.029313307083253054,0.6071087533156498,0.6071087533156498,0.4360212201591512,0.0011671087533156599
known_ph_max_death,0,0.5018037135278515,0.07532377445746194,0.6583023872679045,0.6583023872679045,0.5006896551724138,0.0011140583554376526
known_ph_max_death,1,0.47554376657824937,0.0348348463706273,0.4728912466843501,0.5271087533156499,0.47607427055702917,-0.0005305039787797949
known_ph_max_death,2,0.5821750663129973,0.07081913353938014,0.47379310344827585,0.5262068965517241,0.579893899204244,0.002281167108753368
