family,auroc,auprc,auroc_ci_low,auroc_ci_high,auprc_ci_low,auprc_ci_high,rewired_auroc,rewired_auprc,auroc_drop,auprc_drop,auroc_drop_ci_low,auroc_drop_ci_high,auprc_drop_ci_low,auprc_drop_ci_high
fracture,0.486631299734748,0.03222054915534381,0.42592918709845334,0.5937472981603984,0.01631221410801617,0.06316341681220505,0.4760212201591512,0.0315309114664217,0.010610079575596787,0.0006896376889221068,0.0015284287752190817,0.015468516838072257,0.0001415593594673581,0.0014203846649017198
integration,0.4842440318302388,0.03240669135515657,0.3354360688016133,0.6524183112771488,0.01484000888410808,0.06523100197085449,0.48631299734748007,0.032546787846276404,-0.0020689655172412835,-0.00014009649111983158,-0.005996739627711441,-0.0002434703633209757,-0.00042830696274410995,7.936439648768159e-05
lockin,0.4654641909814324,0.0326696337294149,0.423476665987365,0.48333245672550634,0.017088272094346525,0.07054358713630887,0.4424403183023873,0.0319476944496595,0.0230238726790451,0.0007219392797553972,-0.014438788497989293,0.09700899550820527,-0.0028359284367413242,0.0035188630165113033
all,0.44896551724137934,0.029927052393852918,0.34702655585899916,0.5625647915947609,0.014601581792984056,0.0596250574288437,0.42774535809018566,0.029207164861999216,0.021220159151193685,0.0007198875318537024,0.00934412179874971,0.048618353472008324,-0.0010698607517581216,0.0022237362695972235
