representation,task,causal_position_bucket,layer,pseudocount,fit_rows_seen,validation_rows_seen,fit_rows,validation_rows,components,dirichlet_converged,dirichlet_iterations,dirichlet_concentration,dirichlet_average_log_likelihood,logistic_normal_average_log_likelihood,dirichlet_minus_logistic_normal_nats,dirichlet_train_aic_per_row,logistic_normal_train_aic_per_row,mean_l1_error,covariance_relative_frobenius_error,positive_offdiagonal_covariance_fraction,positive_offdiagonal_covariance_mass_ratio,moment_concentration_coefficient_of_variation,nll_pit_ks_statistic,nll_pit_ks_pvalue,nll_tail_probability_below_001_fraction,nll_tail_probability_below_005_fraction
provenance,Data2txt,0,20,1e-06,576,288,576,288,6,True,25,31.010394852322847,35.29050034873629,47.18321503998894,-11.892714691252642,-71.10376247925485,-94.65781680278221,0.03102938531586493,0.6458790866074666,0.06666666666666667,0.08600928549787279,0.9999748227974413,0.40945095486111116,3.569725102573663e-44,0.0,0.0
provenance,Data2txt,0,20,0.0001,576,288,576,288,6,True,26,37.99828522537277,23.28975125065849,33.38393914587559,-10.094187895217095,-47.18726948626985,-67.05784554344069,0.04010775033713759,0.7132283572394351,0.06666666666666667,0.08600928549787284,0.9999997472638616,0.34130859375,1.8900553584813713e-30,0.013888888888888888,0.024305555555555556
provenance,Data2txt,0,20,0.001,576,288,576,288,6,True,27,48.103663819681906,17.936720497208036,26.594225589256105,-8.65750509204807,-36.58932813923107,-53.46938875061434,0.04674406791987636,0.7703734219269907,0.06666666666666667,0.08600928549787286,0.9999999738453031,0.281982421875,9.450709830546106e-21,0.041666666666666664,0.05555555555555555
provenance,Data2txt,0,21,1e-06,576,288,576,288,6,True,23,21.427386301472175,35.13783484339582,46.132871266028424,-10.9950364226326,-70.5543194911784,-92.33325753167736,0.0322077432778335,0.6252810536997533,0.0,1.371194967127646e-34,0.9999803260255442,0.3958604600694444,3.3115825013491603e-41,0.0,0.0
provenance,Data2txt,0,21,0.0001,576,288,576,288,6,True,21,26.22300532104811,23.039929161427807,32.376251127216825,-9.336321965789024,-46.43908743266564,-64.82432176078949,0.04389829040786719,0.6906304288064258,0.0,5.0335414688510644e-34,0.9999998025908643,0.3193359375,1.2736689986223315e-26,0.010416666666666666,0.017361111111111112
provenance,Data2txt,0,21,0.001,576,288,576,288,6,True,24,33.78594581260494,17.5368803485774,25.705213279219507,-8.168332930642105,-35.56220851737525,-51.5041844224893,0.051598181533271247,0.7502361173218928,0.0,2.434664463116226e-31,0.9999999796476432,0.279541015625,2.146365888868751e-20,0.020833333333333332,0.04861111111111111
provenance,Data2txt,0,22,1e-06,576,288,576,288,6,True,23,45.66414583713305,35.90581026860852,47.84015159157668,-11.934341322968157,-72.24208468858605,-95.68556195042116,0.021530574591967992,0.6402400814754043,0.06666666666666667,0.07653427997789407,0.9999605471274058,0.4039984809027778,5.718806818738795e-43,0.0,0.0
provenance,Data2txt,0,22,0.0001,576,288,576,288,6,True,27,56.96331606815218,24.0006815880549,34.062683131621135,-10.062001543566238,-48.5281945094422,-68.13240778577197,0.02820526030619884,0.7131837041705346,0.06666666666666667,0.07653427997789405,0.9999996036712097,0.339111328125,4.699842454770488e-30,0.013888888888888888,0.020833333333333332
provenance,Data2txt,0,22,0.001,576,288,576,288,6,True,27,74.33258716926879,18.761857979077742,27.38569821170783,-8.623840232630089,-38.1995207245387,-54.7865760154223,0.0325548702299807,0.7768738481346813,0.06666666666666667,0.07653427997789404,0.9999999587229444,0.280517578125,1.5474178944964038e-20,0.04513888888888889,0.07291666666666667
provenance,Data2txt,0,23,1e-06,576,288,576,288,6,True,23,47.7048203498579,36.27514292512568,47.612844607101096,-11.337701681975425,-72.60154151938374,-95.0299397413653,0.013336736957730137,0.5018341881545677,0.0,1.7503037548172163e-38,0.999949509887598,0.4223090277777778,4.322425014413259e-47,0.0,0.0
provenance,Data2txt,0,23,0.0001,576,288,576,288,6,True,26,59.697312971748985,24.41153869034615,33.8336931483694,-9.42215445802325,-48.91346644443493,-67.47826287817355,0.02012821613892698,0.6056959285943405,0.0,2.1564561230112606e-31,0.999999492520837,0.344482421875,5.0117922169657374e-31,0.0,0.003472222222222222
provenance,Data2txt,0,23,0.001,576,288,576,288,6,True,27,78.30030373432515,19.23281437934323,27.135965922915087,-7.903151543571862,-38.62846021398476,-54.10625923182826,0.024705946961109268,0.6947242622962644,0.0,1.2732275285375816e-31,0.9999999468987668,0.270263671875,4.519912686893923e-19,0.03125,0.04861111111111111
provenance,Data2txt,0,24,1e-06,576,288,576,288,6,True,21,33.78384908251356,36.18901222394246,47.25236394635132,-11.063351722408859,-72.34560752466643,-94.55224005285146,0.017954639100117326,0.5813464216814143,0.0,1.8030533624799098e-34,0.9999698819674276,0.43513997395833337,4.1390859051687654e-50,0.0,0.003472222222222222
provenance,Data2txt,0,24,0.0001,576,288,576,288,6,True,24,42.031157401848965,24.2487676373482,33.47879380550456,-9.23002616815635,-48.45716784943313,-66.99818850421846,0.026925124317761208,0.6635567904881404,0.0,4.304522890237709e-32,0.9999996974613001,0.34847005208333337,9.27284724364724e-32,0.010416666666666666,0.010416666666666666
provenance,Data2txt,0,24,0.001,576,288,576,288,6,True,24,54.97981453033921,18.952782257774523,26.792758990606988,-7.8399767328324685,-37.850807387717154,-53.599225779608474,0.03289347218734734,0.7335688081856255,0.0,9.173554321816403e-31,0.9999999685053512,0.26953125,5.72236892752568e-19,0.017361111111111112,0.027777777777777776
