left,right,relation,dose,left_support,right_support,joint_support,interaction,full,without_left,without_right,without_both,left_conditional,right_conditional,sham_error,numeric_ok,readout,case_id,source_id,side,phase,position,seed,opposed_finite_effects,left_direction_changes,right_direction_changes,nonadditive_effect,small_singles_large_joint
L12H31_evidence,L12H31_inapplicable_source,applicable_inapplicable,1.0,-0.0461391988966237,0.0056022433440325,-0.08608063723827,0.0455436816856789,6.077786245542399,6.123925444439022,6.072184002198366,6.163866882780669,-0.0916828805823026,-0.0399414383416463,0.0,True,sequence_margin,14375_onion_stage,14375,supported,onset,126,1,False,False,False,False,True
L12H2_head_total,L12H1_head_total,different_heads,0.25,-0.0282874301297009,0.1181449481713166,-0.0075751581542164,0.0974326761958321,0.0745809072025318,0.1028683373322327,-0.0435640409687847,0.0821560653567483,-0.1257201063255331,0.0207122719754844,0.0,True,sequence_margin,14375_onion_stage,14375,unsupported,onset,126,0,False,False,False,True,False
L12H2_head_total,L12H1_head_total,different_heads,1.0,-0.0886628104877131,0.4237013726803678,0.4579183671277498,-0.1228798049350952,0.0745809072025318,0.163243717690245,-0.3491204654778359,-0.3833374599252179,0.034216994447382,0.546581177615463,0.0,True,sequence_margin,14375_onion_stage,14375,unsupported,onset,126,0,True,False,False,True,False
L12H2_head_total,L12H12_head_total,different_heads,0.25,-0.0282874301297009,0.1176958384706212,0.1133839992527891,-0.0239755909118688,0.0745809072025318,0.1028683373322327,-0.0431149312680894,-0.0388030920502573,-0.004311839217832,0.1416714293824901,0.0,True,sequence_margin,14375_onion_stage,14375,unsupported,onset,126,0,False,False,False,False,False
L12H2_head_total,L12H12_head_total,different_heads,1.0,-0.0886628104877131,0.546233859869496,0.4755764324900569,-0.018005383108274,0.0745809072025318,0.163243717690245,-0.4716529526669641,-0.400995525287525,-0.0706574273794391,0.5642392429777701,0.0,True,sequence_margin,14375_onion_stage,14375,unsupported,onset,126,0,True,False,False,False,False
L12H2_head_total,L12H31_head_total,different_heads,0.25,-0.0282874301297009,0.0059961101847312,-0.050717461709131,0.0284261417641613,0.0745809072025318,0.1028683373322327,0.0685847970178006,0.1252983689116629,-0.0567135718938622,-0.0224300315794301,0.0,True,sequence_margin,14375_onion_stage,14375,unsupported,onset,126,0,False,False,False,False,True
L12H2_head_total,L12H31_head_total,different_heads,1.0,-0.0886628104877131,-0.0626709744307474,0.0797086277317538,-0.2310424126502144,0.0745809072025318,0.163243717690245,0.1372518816332792,-0.0051277205292219,0.1423796021625012,0.1683714382194669,0.0,True,sequence_margin,14375_onion_stage,14375,unsupported,onset,126,0,False,True,True,True,False
L12H1_head_total,L12H12_head_total,different_heads,0.25,0.1181449481713166,0.1176958384706212,0.21240623062089,0.0234345560210478,0.0745809072025318,-0.0435640409687847,-0.0431149312680894,-0.1378253234183581,0.0947103921502687,0.0942612824495734,0.0,True,sequence_margin,14375_onion_stage,14375,unsupported,onset,126,0,False,False,False,False,False
L12H1_head_total,L12H12_head_total,different_heads,1.0,0.4237013726803678,0.546233859869496,0.7889213928622651,0.1810138396875986,0.0745809072025318,-0.3491204654778359,-0.4716529526669641,-0.7143404856597333,0.2426875329927691,0.3652200201818973,0.0,True,sequence_margin,14375_onion_stage,14375,unsupported,onset,126,0,False,False,False,True,False
L12H1_head_total,L12H31_head_total,different_heads,0.25,0.1181449481713166,0.0059961101847312,0.0606261737073841,0.0635148846486637,0.0745809072025318,-0.0435640409687847,0.0685847970178006,0.0139547334951477,0.0546300635226528,-0.0575187744639325,0.0,True,sequence_margin,14375_onion_stage,14375,unsupported,onset,126,0,False,False,False,True,False
L12H1_head_total,L12H31_head_total,different_heads,1.0,0.4237013726803678,-0.0626709744307474,0.3891449965794726,-0.0281145983298523,0.0745809072025318,-0.3491204654778359,0.1372518816332792,-0.3145640893769408,0.4518159710102201,-0.0345563761008951,0.0,True,sequence_margin,14375_onion_stage,14375,unsupported,onset,126,0,True,False,False,False,False
L12H12_head_total,L12H31_head_total,different_heads,0.25,0.1176958384706212,0.0059961101847312,0.1625690030968694,-0.0388770544415169,0.0745809072025318,-0.0431149312680894,0.0685847970178006,-0.0879880958943375,0.1565728929121381,0.0448731646262481,0.0,True,sequence_margin,14375_onion_stage,14375,unsupported,onset,126,0,False,False,False,False,False
L12H12_head_total,L12H31_head_total,different_heads,1.0,0.546233859869496,-0.0626709744307474,0.4758435710732422,0.0077193143655063,0.0745809072025318,-0.4716529526669641,0.1372518816332792,-0.4012626638707104,0.5385145455039897,-0.0703902887962537,0.0,True,sequence_margin,14375_onion_stage,14375,unsupported,onset,126,0,True,False,False,False,False
L12H2_evidence,L12H2_history,evidence_history,0.25,0.0343562300235982,-0.0514041843133221,-0.0450179500634293,0.0279699957737054,0.0745809072025318,0.0402246771789336,0.125985091515854,0.1195988572659612,0.0063862342498928,-0.0793741800870275,0.0,True,sequence_margin,14375_onion_stage,14375,unsupported,onset,126,0,False,False,False,False,False
L12H2_evidence,L12H2_history,evidence_history,1.0,0.0162405079839644,-0.0150529341655158,-0.049205184117878,0.0503927579363265,0.0745809072025318,0.0583403992185673,0.0896338413680477,0.1237860913204098,-0.0341522499523621,-0.0654456921018424,0.0,True,sequence_margin,14375_onion_stage,14375,unsupported,onset,126,0,False,False,False,True,False
L12H1_evidence,L12H1_history,evidence_history,0.25,0.0452112450732493,0.003890982855609,0.0410644158131914,0.008037812115667,0.0745809072025318,0.0293696621292824,0.0706899243469227,0.0335164913893404,0.0371734329575823,-0.0041468292600579,0.0,True,sequence_margin,14375_onion_stage,14375,unsupported,onset,126,0,False,False,False,False,False
L12H1_evidence,L12H1_history,evidence_history,1.0,0.0116941638930332,0.1374011719539418,0.1765001029545381,-0.027404767107563,0.0745809072025318,0.0628867433094986,-0.06282026475141,-0.1019191957520062,0.0390989310005962,0.1648059390615048,0.0,True,sequence_margin,14375_onion_stage,14375,unsupported,onset,126,0,False,False,False,False,False
L12H12_evidence,L12H12_history,evidence_history,0.25,0.0,0.1788852312146547,0.1788852312146547,0.0,0.0745809072025318,0.0745809072025318,-0.1043043240121228,-0.1043043240121228,0.0,0.1788852312146547,0.0,True,sequence_margin,14375_onion_stage,14375,unsupported,onset,126,0,False,False,False,False,False
L12H12_evidence,L12H12_history,evidence_history,1.0,0.0,0.5754810052047361,0.5754810052047361,0.0,0.0745809072025318,0.0745809072025318,-0.5009000980022043,-0.5009000980022043,0.0,0.5754810052047361,0.0,True,sequence_margin,14375_onion_stage,14375,unsupported,onset,126,0,False,False,False,False,False
L12H31_evidence,L12H31_history,evidence_history,0.25,0.0258316946111616,-0.0052280069424126,0.0148072541490722,0.0057964335196767,0.0745809072025318,0.0487492125913702,0.0798089141449445,0.0597736530534596,0.0200352610914849,-0.0110244404620893,0.0,True,sequence_margin,14375_onion_stage,14375,unsupported,onset,126,0,False,False,False,False,False
L12H31_evidence,L12H31_history,evidence_history,1.0,-0.055886404295034,-0.0596354367393416,-0.0350578093457478,-0.0804640316886278,0.0745809072025318,0.1304673114975658,0.1342163439418735,0.1096387165482797,0.0245776273935938,0.0208285949492861,0.0,True,sequence_margin,14375_onion_stage,14375,unsupported,onset,126,0,False,False,False,True,False
L12H2_evidence,L12H2_inapplicable_source,applicable_inapplicable,0.25,0.0343562300235982,-0.0286927869879582,-0.0672148558024985,0.0728782988381384,0.0745809072025318,0.0402246771789336,0.1032736941904901,0.1417957630050303,-0.0385220688145402,-0.1015710858260967,0.0,True,sequence_margin,14375_onion_stage,14375,unsupported,onset,126,0,False,False,False,True,True
L12H2_evidence,L12H2_inapplicable_source,applicable_inapplicable,1.0,0.0162405079839644,-0.0103000323650435,-0.0107308129669174,0.0166712885858384,0.0745809072025318,0.0583403992185673,0.0848809395675753,0.0853117201694493,-0.0004307806018739,-0.0269713209508819,0.0,True,sequence_margin,14375_onion_stage,14375,unsupported,onset,126,0,False,False,False,False,False
L12H1_evidence,L12H1_inapplicable_source,applicable_inapplicable,0.25,0.0452112450732493,-0.0264299249630828,-0.0252521689998057,0.0440334891099722,0.0745809072025318,0.0293696621292824,0.1010108321656146,0.0998330762023376,0.001177755963277,-0.0704634140730551,0.0,True,sequence_margin,14375_onion_stage,14375,unsupported,onset,126,0,False,False,False,False,False
L12H1_evidence,L12H1_inapplicable_source,applicable_inapplicable,1.0,0.0116941638930332,0.0140053008368701,0.0056569423991437,0.0200425223307596,0.0745809072025318,0.0628867433094986,0.0605756063656617,0.0689239648033881,-0.0083483584377264,-0.0060372214938895,0.0,True,sequence_margin,14375_onion_stage,14375,unsupported,onset,126,0,False,False,False,False,False
L12H12_evidence,L12H12_inapplicable_source,applicable_inapplicable,0.25,0.0,0.0,0.0,0.0,0.0745809072025318,0.0745809072025318,0.0745809072025318,0.0745809072025318,0.0,0.0,0.0,True,sequence_margin,14375_onion_stage,14375,unsupported,onset,126,0,False,False,False,False,False
L12H12_evidence,L12H12_inapplicable_source,applicable_inapplicable,1.0,0.0,0.0,0.0,0.0,0.0745809072025318,0.0745809072025318,0.0745809072025318,0.0745809072025318,0.0,0.0,0.0,True,sequence_margin,14375_onion_stage,14375,unsupported,onset,126,0,False,False,False,False,False
L12H31_evidence,L12H31_inapplicable_source,applicable_inapplicable,0.25,0.0258316946111616,-0.0559508949400746,-0.0075916804831197,-0.0225275198457932,0.0745809072025318,0.0487492125913702,0.1305318021426065,0.0821725876856516,0.0483592144569549,-0.0334233750942813,0.0,True,sequence_margin,14375_onion_stage,14375,unsupported,onset,126,0,False,False,False,False,False
L12H31_evidence,L12H31_inapplicable_source,applicable_inapplicable,1.0,-0.055886404295034,0.003419821312061,-0.051340386908846,-0.0011261960741268,0.0745809072025318,0.1304673114975658,0.0711610858904707,0.1259212941113778,-0.0547602082209071,0.0045460173861879,0.0,True,sequence_margin,14375_onion_stage,14375,unsupported,onset,126,0,False,False,False,False,False
