layer,head,selection,unit,receiver,source_group,dose,full,cut,support,sham_error,numeric_ok,readout,control,case_id,source_id,side,phase,position,seed
12,1,paired_gradient,L12H1_evidence,660,evidence,1.0,6.077786245542399,6.157612994618212,-0.0798267490758135,0.0,True,sequence_margin,,14375_onion_stage,14375,supported,onset,126,1
12,1,paired_gradient,L12H1_inapplicable_source,660,inapplicable_source,0.25,6.077786245542399,6.049530148471908,0.0282560970704901,0.0,True,sequence_margin,,14375_onion_stage,14375,supported,onset,126,1
12,1,paired_gradient,L12H1_inapplicable_source,660,inapplicable_source,1.0,6.077786245542399,6.051913080005933,0.0258731655364652,0.0,True,sequence_margin,,14375_onion_stage,14375,supported,onset,126,1
12,1,paired_gradient,L12H1_history,660,history,0.25,6.077786245542399,5.7436707168439565,0.3341155286984421,0.0,True,sequence_margin,,14375_onion_stage,14375,supported,onset,126,1
12,1,paired_gradient,L12H1_history,660,history,1.0,6.077786245542399,4.970074686594055,1.1077115589483435,0.0,True,sequence_margin,,14375_onion_stage,14375,supported,onset,126,1
12,1,paired_gradient,L12H1_query_self,660,query_self,0.25,6.077786245542399,6.07475798842121,0.0030282571211888,0.0,True,sequence_margin,,14375_onion_stage,14375,supported,onset,126,1
12,1,paired_gradient,L12H1_query_self,660,query_self,1.0,6.077786245542399,6.115092133813599,-0.0373058882712005,0.0,True,sequence_margin,,14375_onion_stage,14375,supported,onset,126,1
12,1,paired_gradient,L12H1_prior_history,660,prior_history,0.25,6.077786245542399,5.800105650746007,0.2776805947963918,0.0,True,sequence_margin,,14375_onion_stage,14375,supported,onset,126,1
12,1,paired_gradient,L12H1_prior_history,660,prior_history,1.0,6.077786245542399,4.950074068456985,1.1277121770854135,0.0,True,sequence_margin,,14375_onion_stage,14375,supported,onset,126,1
12,1,paired_gradient,L12H1_head_total,660,head_total,0.25,6.077786245542399,5.592856240993895,0.4849300045485032,0.0,True,sequence_margin,,14375_onion_stage,14375,supported,onset,126,1
12,1,paired_gradient,L12H1_head_total,660,head_total,1.0,6.077786245542399,4.274070029623386,1.803716215919012,0.0,True,sequence_margin,,14375_onion_stage,14375,supported,onset,126,1
12,1,paired_gradient,L12H1_head_total,660,head_total,1.0,6.077786245542399,6.7029217465392605,-0.625135500996862,0.0,True,sequence_margin,equal_norm_random,14375_onion_stage,14375,supported,onset,126,1
12,12,paired_gradient,L12H12_evidence,660,evidence,0.25,6.077786245542399,6.077820695471679,-3.444992927992274e-05,0.0,True,sequence_margin,,14375_onion_stage,14375,supported,onset,126,1
12,12,paired_gradient,L12H12_evidence,660,evidence,1.0,6.077786245542399,6.10725664951344,-0.0294704039710413,0.0,True,sequence_margin,,14375_onion_stage,14375,supported,onset,126,1
12,12,paired_gradient,L12H12_inapplicable_source,660,inapplicable_source,0.25,6.077786245542399,6.077786245542399,0.0,0.0,True,sequence_margin,,14375_onion_stage,14375,supported,onset,126,1
12,12,paired_gradient,L12H12_inapplicable_source,660,inapplicable_source,1.0,6.077786245542399,6.077820695471679,-3.444992927992274e-05,0.0,True,sequence_margin,,14375_onion_stage,14375,supported,onset,126,1
12,12,paired_gradient,L12H12_history,660,history,0.25,6.077786245542399,5.46515115546147,0.6126350900809285,0.0,True,sequence_margin,,14375_onion_stage,14375,supported,onset,126,1
12,12,paired_gradient,L12H12_history,660,history,1.0,6.077786245542399,4.529678600909453,1.5481076446329451,0.0,True,sequence_margin,,14375_onion_stage,14375,supported,onset,126,1
12,12,paired_gradient,L12H12_query_self,660,query_self,0.25,6.077786245542399,5.468860703737349,0.6089255418050499,0.0,True,sequence_margin,,14375_onion_stage,14375,supported,onset,126,1
12,12,paired_gradient,L12H12_query_self,660,query_self,1.0,6.077786245542399,4.573280289126583,1.504505956415816,0.0,True,sequence_margin,,14375_onion_stage,14375,supported,onset,126,1
12,12,paired_gradient,L12H12_prior_history,660,prior_history,0.25,6.077786245542399,6.057624786735669,0.0201614588067293,0.0,True,sequence_margin,,14375_onion_stage,14375,supported,onset,126,1
12,12,paired_gradient,L12H12_prior_history,660,prior_history,1.0,6.077786245542399,6.125812994889406,-0.0480267493470076,0.0,True,sequence_margin,,14375_onion_stage,14375,supported,onset,126,1
12,12,paired_gradient,L12H12_head_total,660,head_total,0.25,6.077786245542399,5.446788023564821,0.6309982219775776,0.0,True,sequence_margin,,14375_onion_stage,14375,supported,onset,126,1
12,12,paired_gradient,L12H12_head_total,660,head_total,1.0,6.077786245542399,4.515501597588864,1.5622846479535344,0.0,True,sequence_margin,,14375_onion_stage,14375,supported,onset,126,1
12,12,paired_gradient,L12H12_head_total,660,head_total,1.0,6.077786245542399,7.370662568845704,-1.2928763233033056,0.0,True,sequence_margin,equal_norm_random,14375_onion_stage,14375,supported,onset,126,1
12,31,paired_gradient,L12H31_evidence,660,evidence,0.25,6.077786245542399,6.20797389389993,-0.1301876483575315,0.0,True,sequence_margin,,14375_onion_stage,14375,supported,onset,126,1
12,31,paired_gradient,L12H31_evidence,660,evidence,1.0,6.077786245542399,6.123925444439022,-0.0461391988966237,0.0,True,sequence_margin,,14375_onion_stage,14375,supported,onset,126,1
12,31,paired_gradient,L12H31_inapplicable_source,660,inapplicable_source,0.25,6.077786245542399,6.147169526889956,-0.0693832813475578,0.0,True,sequence_margin,,14375_onion_stage,14375,supported,onset,126,1
12,31,paired_gradient,L12H31_inapplicable_source,660,inapplicable_source,1.0,6.077786245542399,6.072184002198366,0.0056022433440325,0.0,True,sequence_margin,,14375_onion_stage,14375,supported,onset,126,1
12,31,paired_gradient,L12H31_history,660,history,0.25,6.077786245542399,6.559147950279834,-0.4813617047374352,0.0,True,sequence_margin,,14375_onion_stage,14375,supported,onset,126,1
12,31,paired_gradient,L12H31_history,660,history,1.0,6.077786245542399,7.483926774794842,-1.4061405292524434,0.0,True,sequence_margin,,14375_onion_stage,14375,supported,onset,126,1
12,31,paired_gradient,L12H31_query_self,660,query_self,0.25,6.077786245542399,6.327319928911754,-0.2495336833693553,0.0,True,sequence_margin,,14375_onion_stage,14375,supported,onset,126,1
12,31,paired_gradient,L12H31_query_self,660,query_self,1.0,6.077786245542399,6.672181271909514,-0.5943950263671152,0.0,True,sequence_margin,,14375_onion_stage,14375,supported,onset,126,1
12,31,paired_gradient,L12H31_prior_history,660,prior_history,0.25,6.077786245542399,6.475867066470727,-0.3980808209283282,0.0,True,sequence_margin,,14375_onion_stage,14375,supported,onset,126,1
12,31,paired_gradient,L12H31_prior_history,660,prior_history,1.0,6.077786245542399,7.187789120098784,-1.1100028745563852,0.0,True,sequence_margin,,14375_onion_stage,14375,supported,onset,126,1
12,31,paired_gradient,L12H31_head_total,660,head_total,0.25,6.077786245542399,6.668341824441307,-0.5905555788989085,0.0,True,sequence_margin,,14375_onion_stage,14375,supported,onset,126,1
12,31,paired_gradient,L12H31_head_total,660,head_total,1.0,6.077786245542399,7.448735795957873,-1.3709495504154745,0.0,True,sequence_margin,,14375_onion_stage,14375,supported,onset,126,1
12,31,paired_gradient,L12H31_head_total,660,head_total,1.0,6.077786245542399,6.734168457750402,-0.6563822122080039,0.0,True,sequence_margin,equal_norm_random,14375_onion_stage,14375,supported,onset,126,1
27,7,model_head_control,L27H7_evidence,660,evidence,0.25,6.077786245542399,6.054714835630454,0.0230714099119442,0.0,True,sequence_margin,,14375_onion_stage,14375,supported,onset,126,1
27,7,model_head_control,L27H7_evidence,660,evidence,1.0,6.077786245542399,6.12102321923781,-0.0432369736954116,0.0,True,sequence_margin,,14375_onion_stage,14375,supported,onset,126,1
27,7,model_head_control,L27H7_inapplicable_source,660,inapplicable_source,0.25,6.077786245542399,6.118163038128766,-0.0403767925863673,0.0,True,sequence_margin,,14375_onion_stage,14375,supported,onset,126,1
27,7,model_head_control,L27H7_inapplicable_source,660,inapplicable_source,1.0,6.077786245542399,6.078571181092367,-0.0007849355499685,0.0,True,sequence_margin,,14375_onion_stage,14375,supported,onset,126,1
27,7,model_head_control,L27H7_history,660,history,0.25,6.077786245542399,6.08343148337133,-0.0056452378289311,0.0,True,sequence_margin,,14375_onion_stage,14375,supported,onset,126,1
27,7,model_head_control,L27H7_history,660,history,1.0,6.077786245542399,6.045053089129235,0.0327331564131636,0.0,True,sequence_margin,,14375_onion_stage,14375,supported,onset,126,1
27,7,model_head_control,L27H7_query_self,660,query_self,0.25,6.077786245542399,6.080762576385182,-0.0029763308427837,0.0,True,sequence_margin,,14375_onion_stage,14375,supported,onset,126,1
27,7,model_head_control,L27H7_query_self,660,query_self,1.0,6.077786245542399,6.091745583157185,-0.0139593376147866,0.0,True,sequence_margin,,14375_onion_stage,14375,supported,onset,126,1
27,7,model_head_control,L27H7_prior_history,660,prior_history,0.25,6.077786245542399,6.051489439246135,0.0262968062962638,0.0,True,sequence_margin,,14375_onion_stage,14375,supported,onset,126,1
27,7,model_head_control,L27H7_prior_history,660,prior_history,1.0,6.077786245542399,6.030524375640192,0.0472618699022069,0.0,True,sequence_margin,,14375_onion_stage,14375,supported,onset,126,1
27,7,model_head_control,L27H7_head_total,660,head_total,0.25,6.077786245542399,6.089857360276185,-0.0120711147337866,0.0,True,sequence_margin,,14375_onion_stage,14375,supported,onset,126,1
27,7,model_head_control,L27H7_head_total,660,head_total,1.0,6.077786245542399,6.041866278936277,0.0359199666061211,0.0,True,sequence_margin,,14375_onion_stage,14375,supported,onset,126,1
27,7,model_head_control,L27H7_head_total,660,head_total,1.0,6.077786245542399,6.244727825148163,-0.1669415796057647,0.0,True,sequence_margin,equal_norm_random,14375_onion_stage,14375,supported,onset,126,1
12,2,paired_gradient,L12H2_evidence,660,evidence,0.25,0.0745809072025318,0.0402246771789336,0.0343562300235982,0.0,True,sequence_margin,,14375_onion_stage,14375,unsupported,onset,126,0
12,2,paired_gradient,L12H2_evidence,660,evidence,1.0,0.0745809072025318,0.0583403992185673,0.0162405079839644,0.0,True,sequence_margin,,14375_onion_stage,14375,unsupported,onset,126,0
12,2,paired_gradient,L12H2_inapplicable_source,660,inapplicable_source,0.25,0.0745809072025318,0.1032736941904901,-0.0286927869879582,0.0,True,sequence_margin,,14375_onion_stage,14375,unsupported,onset,126,0
12,2,paired_gradient,L12H2_inapplicable_source,660,inapplicable_source,1.0,0.0745809072025318,0.0848809395675753,-0.0103000323650435,0.0,True,sequence_margin,,14375_onion_stage,14375,unsupported,onset,126,0
12,2,paired_gradient,L12H2_history,660,history,0.25,0.0745809072025318,0.125985091515854,-0.0514041843133221,0.0,True,sequence_margin,,14375_onion_stage,14375,unsupported,onset,126,0
12,2,paired_gradient,L12H2_history,660,history,1.0,0.0745809072025318,0.0896338413680477,-0.0150529341655158,0.0,True,sequence_margin,,14375_onion_stage,14375,unsupported,onset,126,0
12,2,paired_gradient,L12H2_query_self,660,query_self,0.25,0.0745809072025318,0.0626674542662879,0.0119134529362439,0.0,True,sequence_margin,,14375_onion_stage,14375,unsupported,onset,126,0
12,2,paired_gradient,L12H2_query_self,660,query_self,1.0,0.0745809072025318,-0.0149388209934215,0.0895197281959534,0.0,True,sequence_margin,,14375_onion_stage,14375,unsupported,onset,126,0
12,2,paired_gradient,L12H2_prior_history,660,prior_history,0.25,0.0745809072025318,0.145196539970295,-0.0706156327677631,0.0,True,sequence_margin,,14375_onion_stage,14375,unsupported,onset,126,0
12,2,paired_gradient,L12H2_prior_history,660,prior_history,1.0,0.0745809072025318,0.2927919488434738,-0.2182110416409419,0.0,True,sequence_margin,,14375_onion_stage,14375,unsupported,onset,126,0
12,2,paired_gradient,L12H2_head_total,660,head_total,0.25,0.0745809072025318,0.1028683373322327,-0.0282874301297009,0.0,True,sequence_margin,,14375_onion_stage,14375,unsupported,onset,126,0
12,2,paired_gradient,L12H2_head_total,660,head_total,1.0,0.0745809072025318,0.163243717690245,-0.0886628104877131,0.0,True,sequence_margin,,14375_onion_stage,14375,unsupported,onset,126,0
12,2,paired_gradient,L12H2_head_total,660,head_total,1.0,0.0745809072025318,0.3453030546562781,-0.2707221474537462,0.0,True,sequence_margin,equal_norm_random,14375_onion_stage,14375,unsupported,onset,126,0
12,1,paired_gradient,L12H1_evidence,660,evidence,0.25,0.0745809072025318,0.0293696621292824,0.0452112450732493,0.0,True,sequence_margin,,14375_onion_stage,14375,unsupported,onset,126,0
12,1,paired_gradient,L12H1_evidence,660,evidence,1.0,0.0745809072025318,0.0628867433094986,0.0116941638930332,0.0,True,sequence_margin,,14375_onion_stage,14375,unsupported,onset,126,0
12,1,paired_gradient,L12H1_inapplicable_source,660,inapplicable_source,0.25,0.0745809072025318,0.1010108321656146,-0.0264299249630828,0.0,True,sequence_margin,,14375_onion_stage,14375,unsupported,onset,126,0
12,1,paired_gradient,L12H1_inapplicable_source,660,inapplicable_source,1.0,0.0745809072025318,0.0605756063656617,0.0140053008368701,0.0,True,sequence_margin,,14375_onion_stage,14375,unsupported,onset,126,0
12,1,paired_gradient,L12H1_history,660,history,0.25,0.0745809072025318,0.0706899243469227,0.003890982855609,0.0,True,sequence_margin,,14375_onion_stage,14375,unsupported,onset,126,0
12,1,paired_gradient,L12H1_history,660,history,1.0,0.0745809072025318,-0.06282026475141,0.1374011719539418,0.0,True,sequence_margin,,14375_onion_stage,14375,unsupported,onset,126,0
12,1,paired_gradient,L12H1_query_self,660,query_self,0.25,0.0745809072025318,0.11260815220191,-0.0380272449993781,0.0,True,sequence_margin,,14375_onion_stage,14375,unsupported,onset,126,0
12,1,paired_gradient,L12H1_query_self,660,query_self,1.0,0.0745809072025318,0.0812684121377325,-0.0066875049352006,0.0,True,sequence_margin,,14375_onion_stage,14375,unsupported,onset,126,0
12,1,paired_gradient,L12H1_prior_history,660,prior_history,0.25,0.0745809072025318,0.0292559152247164,0.0453249919778153,0.0,True,sequence_margin,,14375_onion_stage,14375,unsupported,onset,126,0
12,1,paired_gradient,L12H1_prior_history,660,prior_history,1.0,0.0745809072025318,-0.0607039607672823,0.1352848679698142,0.0,True,sequence_margin,,14375_onion_stage,14375,unsupported,onset,126,0
12,1,paired_gradient,L12H1_head_total,660,head_total,0.25,0.0745809072025318,-0.0435640409687847,0.1181449481713166,0.0,True,sequence_margin,,14375_onion_stage,14375,unsupported,onset,126,0
12,1,paired_gradient,L12H1_head_total,660,head_total,1.0,0.0745809072025318,-0.3491204654778359,0.4237013726803678,0.0,True,sequence_margin,,14375_onion_stage,14375,unsupported,onset,126,0
12,1,paired_gradient,L12H1_head_total,660,head_total,1.0,0.0745809072025318,0.2753628640420777,-0.2007819568395459,0.0,True,sequence_margin,equal_norm_random,14375_onion_stage,14375,unsupported,onset,126,0
12,12,paired_gradient,L12H12_evidence,660,evidence,0.25,0.0745809072025318,0.0745809072025318,0.0,0.0,True,sequence_margin,,14375_onion_stage,14375,unsupported,onset,126,0
12,12,paired_gradient,L12H12_evidence,660,evidence,1.0,0.0745809072025318,0.0745809072025318,0.0,0.0,True,sequence_margin,,14375_onion_stage,14375,unsupported,onset,126,0
12,12,paired_gradient,L12H12_inapplicable_source,660,inapplicable_source,0.25,0.0745809072025318,0.0745809072025318,0.0,0.0,True,sequence_margin,,14375_onion_stage,14375,unsupported,onset,126,0
12,12,paired_gradient,L12H12_inapplicable_source,660,inapplicable_source,1.0,0.0745809072025318,0.0745809072025318,0.0,0.0,True,sequence_margin,,14375_onion_stage,14375,unsupported,onset,126,0
12,12,paired_gradient,L12H12_history,660,history,0.25,0.0745809072025318,-0.1043043240121228,0.1788852312146547,0.0,True,sequence_margin,,14375_onion_stage,14375,unsupported,onset,126,0
12,12,paired_gradient,L12H12_history,660,history,1.0,0.0745809072025318,-0.5009000980022043,0.5754810052047361,0.0,True,sequence_margin,,14375_onion_stage,14375,unsupported,onset,126,0
12,12,paired_gradient,L12H12_query_self,660,query_self,0.25,0.0745809072025318,-0.0553769888273949,0.1299578960299268,0.0,True,sequence_margin,,14375_onion_stage,14375,unsupported,onset,126,0
12,12,paired_gradient,L12H12_query_self,660,query_self,1.0,0.0745809072025318,-0.486369396236999,0.5609503034395309,0.0,True,sequence_margin,,14375_onion_stage,14375,unsupported,onset,126,0
12,12,paired_gradient,L12H12_prior_history,660,prior_history,0.25,0.0745809072025318,0.0442323972314064,0.0303485099711253,0.0,True,sequence_margin,,14375_onion_stage,14375,unsupported,onset,126,0
12,12,paired_gradient,L12H12_prior_history,660,prior_history,1.0,0.0745809072025318,0.1137480659308538,-0.0391671587283219,0.0,True,sequence_margin,,14375_onion_stage,14375,unsupported,onset,126,0
12,12,paired_gradient,L12H12_head_total,660,head_total,0.25,0.0745809072025318,-0.0431149312680894,0.1176958384706212,0.0,True,sequence_margin,,14375_onion_stage,14375,unsupported,onset,126,0
12,12,paired_gradient,L12H12_head_total,660,head_total,1.0,0.0745809072025318,-0.4716529526669641,0.546233859869496,0.0,True,sequence_margin,,14375_onion_stage,14375,unsupported,onset,126,0
12,12,paired_gradient,L12H12_head_total,660,head_total,1.0,0.0745809072025318,0.4510556354214128,-0.3764747282188809,0.0,True,sequence_margin,equal_norm_random,14375_onion_stage,14375,unsupported,onset,126,0
12,31,paired_gradient,L12H31_evidence,660,evidence,0.25,0.0745809072025318,0.0487492125913702,0.0258316946111616,0.0,True,sequence_margin,,14375_onion_stage,14375,unsupported,onset,126,0
12,31,paired_gradient,L12H31_evidence,660,evidence,1.0,0.0745809072025318,0.1304673114975658,-0.055886404295034,0.0,True,sequence_margin,,14375_onion_stage,14375,unsupported,onset,126,0
12,31,paired_gradient,L12H31_inapplicable_source,660,inapplicable_source,0.25,0.0745809072025318,0.1305318021426065,-0.0559508949400746,0.0,True,sequence_margin,,14375_onion_stage,14375,unsupported,onset,126,0
12,31,paired_gradient,L12H31_inapplicable_source,660,inapplicable_source,1.0,0.0745809072025318,0.0711610858904707,0.003419821312061,0.0,True,sequence_margin,,14375_onion_stage,14375,unsupported,onset,126,0
12,31,paired_gradient,L12H31_history,660,history,0.25,0.0745809072025318,0.0798089141449445,-0.0052280069424126,0.0,True,sequence_margin,,14375_onion_stage,14375,unsupported,onset,126,0
12,31,paired_gradient,L12H31_history,660,history,1.0,0.0745809072025318,0.1342163439418735,-0.0596354367393416,0.0,True,sequence_margin,,14375_onion_stage,14375,unsupported,onset,126,0
12,31,paired_gradient,L12H31_query_self,660,query_self,0.25,0.0745809072025318,0.0570325152230526,0.0175483919794792,0.0,True,sequence_margin,,14375_onion_stage,14375,unsupported,onset,126,0
12,31,paired_gradient,L12H31_query_self,660,query_self,1.0,0.0745809072025318,0.0126594735142071,0.0619214336883247,0.0,True,sequence_margin,,14375_onion_stage,14375,unsupported,onset,126,0
12,31,paired_gradient,L12H31_prior_history,660,prior_history,0.25,0.0745809072025318,0.1376024562548705,-0.0630215490523387,0.0,True,sequence_margin,,14375_onion_stage,14375,unsupported,onset,126,0
12,31,paired_gradient,L12H31_prior_history,660,prior_history,1.0,0.0745809072025318,0.1431198296524649,-0.068538922449933,0.0,True,sequence_margin,,14375_onion_stage,14375,unsupported,onset,126,0
12,31,paired_gradient,L12H31_head_total,660,head_total,0.25,0.0745809072025318,0.0685847970178006,0.0059961101847312,0.0,True,sequence_margin,,14375_onion_stage,14375,unsupported,onset,126,0
12,31,paired_gradient,L12H31_head_total,660,head_total,1.0,0.0745809072025318,0.1372518816332792,-0.0626709744307474,0.0,True,sequence_margin,,14375_onion_stage,14375,unsupported,onset,126,0
12,31,paired_gradient,L12H31_head_total,660,head_total,1.0,0.0745809072025318,0.3412476534585713,-0.2666667462560395,0.0,True,sequence_margin,equal_norm_random,14375_onion_stage,14375,unsupported,onset,126,0
27,7,model_head_control,L27H7_evidence,660,evidence,0.25,0.0745809072025318,0.0981917243147805,-0.0236108171122486,0.0,True,sequence_margin,,14375_onion_stage,14375,unsupported,onset,126,0
27,7,model_head_control,L27H7_evidence,660,evidence,1.0,0.0745809072025318,0.1187715035039236,-0.0441905963013917,0.0,True,sequence_margin,,14375_onion_stage,14375,unsupported,onset,126,0
27,7,model_head_control,L27H7_inapplicable_source,660,inapplicable_source,0.25,0.0745809072025318,0.0872478913738898,-0.012666984171358,0.0,True,sequence_margin,,14375_onion_stage,14375,unsupported,onset,126,0
27,7,model_head_control,L27H7_inapplicable_source,660,inapplicable_source,1.0,0.0745809072025318,0.0862209897571402,-0.0116400825546083,0.0,True,sequence_margin,,14375_onion_stage,14375,unsupported,onset,126,0
27,7,model_head_control,L27H7_history,660,history,0.25,0.0745809072025318,0.0648318601588098,0.009749047043722,0.0,True,sequence_margin,,14375_onion_stage,14375,unsupported,onset,126,0
27,7,model_head_control,L27H7_history,660,history,1.0,0.0745809072025318,0.0686631059128002,0.0059178012897316,0.0,True,sequence_margin,,14375_onion_stage,14375,unsupported,onset,126,0
27,7,model_head_control,L27H7_query_self,660,query_self,0.25,0.0745809072025318,0.0632416513951086,0.0113392558074232,0.0,True,sequence_margin,,14375_onion_stage,14375,unsupported,onset,126,0
27,7,model_head_control,L27H7_query_self,660,query_self,1.0,0.0745809072025318,0.0806419630414407,-0.0060610558389089,0.0,True,sequence_margin,,14375_onion_stage,14375,unsupported,onset,126,0
27,7,model_head_control,L27H7_prior_history,660,prior_history,0.25,0.0745809072025318,0.0671078253878323,0.0074730818146995,0.0,True,sequence_margin,,14375_onion_stage,14375,unsupported,onset,126,0
27,7,model_head_control,L27H7_prior_history,660,prior_history,1.0,0.0745809072025318,0.0920972396141914,-0.0175163324116596,0.0,True,sequence_margin,,14375_onion_stage,14375,unsupported,onset,126,0
27,7,model_head_control,L27H7_head_total,660,head_total,0.25,0.0745809072025318,0.1002739646094652,-0.0256930574069333,0.0,True,sequence_margin,,14375_onion_stage,14375,unsupported,onset,126,0
27,7,model_head_control,L27H7_head_total,660,head_total,1.0,0.0745809072025318,0.1060757016023479,-0.031494794399816,0.0,True,sequence_margin,,14375_onion_stage,14375,unsupported,onset,126,0
27,7,model_head_control,L27H7_head_total,660,head_total,1.0,0.0745809072025318,0.1088101968566741,-0.0342292896541422,0.0,True,sequence_margin,equal_norm_random,14375_onion_stage,14375,unsupported,onset,126,0
