family,layer,auroc,auprc,rewired_auroc,rewired_auprc,auroc_drop,auprc_drop
fracture,15,0.5556281577022529,0.07665372249442602,0.5299688369995195,0.07129620910722498,0.025659320702733468,0.005357513387201043
fracture,16,0.5398210483791037,0.07198234924841242,0.5916437976987902,0.08871110160055455,-0.051822749319686445,-0.016728752352142134
fracture,17,0.513705870581726,0.06551108175375074,0.5629145756462195,0.08187842399769735,-0.049208705064493485,-0.016367342243946606
fracture,18,0.5023135144324322,0.06571501012037421,0.5434509835532878,0.07298495885098721,-0.041137469120855585,-0.007269948730612999
fracture,19,0.5119542562093897,0.06983502199120199,0.5167227394709802,0.07146658568242016,-0.004768483261590517,-0.0016315636912181686
fracture,20,0.5141638244471237,0.07294797405803763,0.572751350590107,0.08698361812182467,-0.05858752614298324,-0.014035644063787045
fracture,21,0.5106676183946233,0.06751836116589272,0.5359161021956969,0.07546055948387967,-0.025248483801073585,-0.007942198317986954
fracture,22,0.5081922009537563,0.06404665902550402,0.5219547000284798,0.06737859303851623,-0.013762499074723489,-0.003331934013012211
fracture,23,0.49482996083100494,0.06262202792955698,0.5111472409821607,0.0652172101234866,-0.016317280151155744,-0.00259518219392961
fracture,24,0.49752870552869993,0.06320890128369978,0.5345407632935579,0.06887207911389227,-0.037012057764858,-0.0056631778301924895
fracture,25,0.4896374060765891,0.06132097473606307,0.5082895212274123,0.06650723451400233,-0.018652115150823212,-0.005186259777939253
fracture,26,0.4883547297000598,0.06165095043117791,0.5169561255816696,0.06893854564428427,-0.028601395881609815,-0.00728759521310636
fracture,27,0.4924534836818856,0.0621455594806083,0.5192174434389423,0.06940903458593425,-0.0267639597570567,-0.007263475105325955
fracture,28,0.5190971010301622,0.06653364047585862,0.5274937379165157,0.07030826593229243,-0.008396636886353503,-0.003774625456433811
fracture,29,0.5382970614471451,0.0717764186013634,0.5432993448414735,0.07534980047914241,-0.0050022833943283995,-0.0035733818777790166
fracture,30,0.531480041000729,0.07014082697596893,0.5403252550940395,0.07490651389060099,-0.008845214093310516,-0.004765686914632056
fracture,31,0.5227872905267992,0.06658048218518602,0.5285298108421084,0.06905588406489957,-0.005742520315309196,-0.002475401879713554
integration,0,0.5006150234800686,0.06206204366627095,0.5006150234800686,0.06206204366627095,0.0,0.0
integration,1,0.5110381806742035,0.06714636413645217,0.5101636422146918,0.06680256916480003,0.0008745384595116867,0.0003437949716521421
integration,2,0.5287000570221275,0.0709372687589782,0.5285007806824841,0.06990077839994772,0.00019927633964345048,0.001036490359030473
integration,3,0.5027788563958252,0.062325711137621344,0.5025477034949735,0.062271661007076276,0.00023115290085173879,5.405013054506774e-05
integration,4,0.5244335159003286,0.06733760542983419,0.5241259226104968,0.06730650665174831,0.0003075932898317646,3.1098778085880685e-05
integration,5,0.5188900288435361,0.06637152391548919,0.5182067748435185,0.06626463727888478,0.0006832540000175635,0.00010688663660440856
integration,6,0.5505886217331465,0.07411709225110814,0.5506075710831946,0.07432284423470269,-1.894935004809195e-05,-0.00020575198359454316
integration,7,0.5379271609755363,0.07034109059929942,0.535172493504245,0.06969537647672353,0.002754667471291272,0.0006457141225758994
integration,8,0.54360406193268,0.07419258138791006,0.5414481315059487,0.07337015172605371,0.002155930426731234,0.000822429661856347
integration,9,0.5313928250606291,0.0737255507217577,0.5291738723231278,0.07288132615596715,0.0022189527375012785,0.000844224565790544
integration,10,0.5368045668513874,0.07765141446036061,0.535490453027944,0.0769302272467855,0.0013141138234434857,0.0007211872135751141
integration,11,0.5290437517799811,0.07035127170327504,0.5258105893039285,0.06941392917746757,0.0032331624760525424,0.0009373425258074747
integration,12,0.5439509214499805,0.07731109645101282,0.54427669093505,0.07710098329858658,-0.0003257694850695714,0.00021011315242623618
integration,13,0.5085698847262248,0.06610499567892658,0.506000369796966,0.06549233250113504,0.0025695149292587205,0.0006126631777915448
integration,14,0.5139020354829442,0.06990542758625283,0.5125630881779141,0.06934838905547032,0.001338947305030147,0.000557038530782511
integration,15,0.5161436527910731,0.0738631439549852,0.5156100536472206,0.0729712718655694,0.0005335991438525367,0.0008918720894157961
integration,16,0.5237943097687875,0.07695595520848457,0.5223181690439478,0.07635952818258057,0.001476140724839703,0.0005964270259039978
integration,17,0.5185601363888998,0.07497168733418376,0.5184505522803206,0.07465912443905731,0.00010958410857919709,0.0003125628951264475
integration,18,0.542842284887317,0.0753705788380461,0.5430915575258545,0.07550255528094646,-0.00024927263853746773,-0.00013197644290036115
integration,19,0.530071545832868,0.07375326048709614,0.5295950111597761,0.07369558912751907,0.00047653467309183295,5.76713595770717e-05
integration,20,0.5413234779357614,0.07938442588294123,0.5417573291312187,0.07951801371528383,-0.0004338511954572466,-0.00013358783234260208
integration,21,0.536845482893989,0.07811279597229072,0.5373664872989328,0.07809103552167569,-0.0005210044049437368,2.176045061502707e-05
integration,22,0.5288864202649992,0.07012473225293284,0.529031188406379,0.07013651277897713,-0.00014476814137975857,-1.178052604429436e-05
integration,23,0.5216920108799976,0.0691982961726282,0.5216805139268235,0.06920382478695282,1.1496953174150448e-05,-5.528614324623593e-06
integration,24,0.5215544300986501,0.06913141733545038,0.5207905562825337,0.06891959688257972,0.0007638738161164227,0.0002118204528706591
integration,25,0.5173080066845742,0.07101797816553501,0.5170760853337081,0.07092633676236687,0.00023192135086613774,9.164140316814118e-05
integration,26,0.524532123719825,0.07098885700281327,0.5239331326162806,0.07095820615229506,0.000598991103544444,3.06508505182046e-05
integration,27,0.5200868818995834,0.06971666688007765,0.5197288955397279,0.06967435999832039,0.0003579863598555111,4.230688175725639e-05
integration,28,0.5163100880863274,0.07228431090981513,0.516336347121104,0.07217052704893456,-2.6259034776598966e-05,0.00011378386088056747
integration,29,0.5307904135703881,0.071531376831912,0.5302719309361038,0.07143966345491434,0.000518482634284334,9.171337699766247e-05
integration,30,0.520751346512617,0.06968885144661334,0.520582536863645,0.06958758425017017,0.00016880964897203476,0.0001012671964431694
integration,31,0.5243843476455319,0.07120714648281624,0.5249421263043262,0.07116119469343786,-0.0005577786587943612,4.595178937838451e-05
lockin,0,0.49652601469903734,0.060253121027353466,0.519558216518476,0.06259102465320755,-0.023032201819438658,-0.002337903625854086
lockin,1,0.5012933891970356,0.060850738695340106,0.4937601341305976,0.0598163381025044,0.007533255066437983,0.001034400592835709
lockin,2,0.5004636137349933,0.05935378074145467,0.49498619456025217,0.05887486352873192,0.005477419174741094,0.00047891721272275145
lockin,3,0.5031827882252129,0.06108153355624092,0.5015328601772265,0.06094525578343934,0.0016499280479863598,0.00013627777280158376
lockin,4,0.5094021207965784,0.06115587448988705,0.5045918526733906,0.060463268602216416,0.004810268123187855,0.0006926058876706304
lockin,5,0.5113060811683954,0.06220647665323675,0.5000058966776613,0.0602471533915962,0.011300184490734111,0.0019593232616405554
lockin,6,0.506005783448904,0.06095457949107785,0.49547673227452427,0.059522626755153595,0.010529051174379744,0.0014319527359242523
lockin,7,0.5213066316295281,0.0639785299162272,0.5098845082359023,0.06179690168762917,0.011422123393625805,0.0021816282285980274
lockin,8,0.5279053009250256,0.06564040519371167,0.5107853888482534,0.06230481032952217,0.017119912076772215,0.003335594864189502
lockin,9,0.5382066791793331,0.06732092590475251,0.5198547692203462,0.0636993820066167,0.018351909958986834,0.0036215438981358067
lockin,10,0.5260879887812571,0.06574230812329301,0.5048170320515796,0.061841041419566756,0.021270956729677493,0.0039012667037262583
lockin,11,0.5341534519401951,0.06690123950566311,0.509784255306069,0.06299577659949893,0.024369196634126178,0.003905462906164184
lockin,12,0.5098402611977282,0.062499086178841375,0.4996139542367629,0.060967488669810915,0.01022630696096527,0.0015315975090304593
