gate,mean_gain,ci_low,ci_high,passed
message_gain,2.7548581168615468e-05,2.1533229618000014e-05,3.2851216041778184e-05,True
layer_order_gain,0.00023142807945248826,0.0002046062459252885,0.00025457199767423873,True
head_identity_gain,1.6753469761206012e-05,1.3972738713671033e-05,1.93935104422545e-05,True
endpoint_gain,4.3308725615840176e-06,4.121310373879787e-06,4.584884623580481e-06,True
layer_head_gain,-0.0009193943953562062,-0.000934046039210724,-0.0009060821753481883,False
full_channel_gain,-0.0015143202810377066,-0.0015468303691791592,-0.0014829516765465431,False
